week_start,sku,forecast_units
2028-06-19,RW-9835,21
2028-06-19,RW-2984,40
2028-06-19,RW-7298,13
2028-06-19,RW-1378,24
2028-06-19,RW-9304,71
2028-06-19,RW-9324,10
2028-06-19,RW-4418,103
2028-06-19,RW-9901,40
2028-06-19,RW-6416,62
2028-06-26,RW-3980,26
2028-06-26,RW-9835,21
2028-06-26,RW-2984,40
2028-06-26,RW-7298,13
2028-06-26,RW-1378,24
2028-06-26,RW-9304,71
2028-06-26,RW-9324,10
2028-06-26,RW-4418,103
2028-06-26,RW-9901,40
2028-06-26,RW-6416,62
2028-07-03,RW-3980,26
2028-07-03,RW-9835,21
2028-07-03,RW-2984,40
2028-07-03,RW-7298,13
2028-07-03,RW-1378,24
2028-07-03,RW-9304,72
2028-07-03,RW-9324,10
2028-07-03,RW-4418,104
2028-07-03,RW-9901,40
2028-07-03,RW-6416,63
2028-07-10,RW-3980,26
2028-07-10,RW-9835,21
2028-07-10,RW-2984,40
2028-07-10,RW-7298,13
2028-07-10,RW-1378,24
2028-07-10,RW-9304,72
2028-07-10,RW-9324,10
2028-07-10,RW-4418,105
2028-07-10,RW-9901,40
2028-07-10,RW-6416,63
2028-07-17,RW-3980,25
2028-07-17,RW-9835,21
2028-07-17,RW-2984,40
2028-07-17,RW-7298,12
2028-07-17,RW-1378,24
2028-07-17,RW-9304,73
2028-07-17,RW-9324,10
2028-07-17,RW-4418,106
2028-07-17,RW-9901,40
2028-07-17,RW-6416,64
2028-07-24,RW-3980,25
2028-07-24,RW-9835,21
2028-07-24,RW-2984,40
2028-07-24,RW-7298,12
2028-07-24,RW-1378,24
2028-07-24,RW-9304,73
2028-07-24,RW-9324,10
2028-07-24,RW-4418,107
2028-07-24,RW-9901,40
2028-07-24,RW-6416,64
2028-07-31,RW-3980,25
2028-07-31,RW-9835,21
2028-07-31,RW-2984,40
2028-07-31,RW-7298,12
2028-07-31,RW-1378,24
2028-07-31,RW-9304,73
2028-07-31,RW-9324,10
2028-07-31,RW-4418,108
2028-07-31,RW-9901,40
2028-07-31,RW-6416,65
2028-08-07,RW-3980,25
2028-08-07,RW-9835,20
2028-08-07,RW-2984,40
2028-08-07,RW-7298,12
2028-08-07,RW-1378,24
2028-08-07,RW-9304,74
2028-08-07,RW-9324,10
2028-08-07,RW-4418,109
2028-08-07,RW-9901,40
2028-08-07,RW-6416,66
2028-08-14,RW-3980,25
2028-08-14,RW-9835,20
2028-08-14,RW-2984,40
2028-08-14,RW-7298,12
2028-08-14,RW-1378,24
2028-08-14,RW-9304,74
2028-08-14,RW-9324,10
2028-08-14,RW-4418,110
2028-08-14,RW-9901,40
2028-08-14,RW-6416,66
2028-08-21,RW-3980,25
2028-08-21,RW-9835,20
2028-08-21,RW-2984,40
2028-08-21,RW-7298,12
2028-08-21,RW-1378,24
2028-08-21,RW-9304,75
2028-08-21,RW-9324,10
2028-08-21,RW-4418,111
2028-08-21,RW-9901,40
2028-08-21,RW-6416,67
2028-08-28,RW-3980,25
2028-08-28,RW-9835,20
2028-08-28,RW-2984,40
2028-08-28,RW-7298,12
2028-08-28,RW-1378,24
2028-08-28,RW-9304,75
2028-08-28,RW-9324,10
2028-08-28,RW-4418,112
2028-08-28,RW-9901,40
2028-08-28,RW-6416,67
2028-09-04,RW-3980,15
2028-09-04,RW-9835,12
2028-09-04,RW-2984,24
2028-09-04,RW-7298,7
2028-09-04,RW-1378,14
2028-09-04,RW-9304,45
2028-09-04,RW-9324,6
2028-09-04,RW-4418,68
2028-09-04,RW-9901,24
2028-09-04,RW-6416,41
2028-09-11,RW-3980,15
2028-09-11,RW-9835,12
2028-09-11,RW-2984,24
2028-09-11,RW-7298,7
2028-09-11,RW-1378,14
2028-09-11,RW-9304,46
2028-09-11,RW-9324,6
2028-09-11,RW-4418,69
2028-09-11,RW-9901,24
2028-09-11,RW-6416,41
2028-09-18,RW-3980,15
2028-09-18,RW-9835,12
2028-09-18,RW-2984,24
2028-09-18,RW-7298,7
2028-09-18,RW-1378,14
2028-09-18,RW-9304,46
2028-09-18,RW-9324,6
2028-09-18,RW-4418,69
2028-09-18,RW-9901,24
2028-09-18,RW-6416,42
2028-09-25,RW-3980,15
2028-09-25,RW-9835,12
2028-09-25,RW-2984,24
2028-09-25,RW-7298,7
2028-09-25,RW-1378,14
2028-09-25,RW-9304,46
2028-09-25,RW-9324,6
2028-09-25,RW-4418,70
2028-09-25,RW-9901,24
2028-09-25,RW-6416,42
2028-10-02,RW-3980,15
2028-10-02,RW-9835,12
2028-10-02,RW-2984,24
2028-10-02,RW-7298,7
2028-10-02,RW-1378,14
2028-10-02,RW-9304,46
2028-10-02,RW-9324,6
2028-10-02,RW-4418,70
2028-10-02,RW-9901,24
2028-10-02,RW-6416,42
2028-10-09,RW-3980,15
2028-10-09,RW-9835,12
2028-10-09,RW-2984,24
2028-10-09,RW-7298,7
2028-10-09,RW-1378,14
2028-10-09,RW-9304,47
2028-10-09,RW-9324,6
2028-10-09,RW-4418,71
2028-10-09,RW-9901,24
2028-10-09,RW-6416,43
2028-10-16,RW-3980,15
2028-10-16,RW-9835,11
2028-10-16,RW-2984,24
2028-10-16,RW-7298,7
2028-10-16,RW-1378,14
2028-10-16,RW-9304,47
2028-10-16,RW-9324,6
2028-10-16,RW-4418,72
2028-10-16,RW-9901,24
2028-10-16,RW-6416,43
2028-10-23,RW-3980,15
2028-10-23,RW-9835,11
2028-10-23,RW-2984,24
2028-10-23,RW-7298,7
2028-10-23,RW-1378,14
2028-10-23,RW-9304,47
2028-10-23,RW-9324,6
2028-10-23,RW-4418,72
2028-10-23,RW-9901,24
2028-10-23,RW-6416,43
2028-10-30,RW-3980,15
2028-10-30,RW-9835,11
2028-10-30,RW-2984,24
2028-10-30,RW-7298,7
2028-10-30,RW-1378,14
2028-10-30,RW-9304,48
2028-10-30,RW-9324,6
2028-10-30,RW-4418,73
2028-10-30,RW-9901,24
2028-10-30,RW-6416,44
2028-11-06,RW-3980,15
2028-11-06,RW-9835,11
2028-11-06,RW-2984,24
2028-11-06,RW-7298,7
2028-11-06,RW-1378,14
2028-11-06,RW-9304,48
2028-11-06,RW-9324,6
2028-11-06,RW-4418,74
2028-11-06,RW-9901,24
2028-11-06,RW-6416,44
2028-11-13,RW-3980,15
2028-11-13,RW-9835,11
2028-11-13,RW-2984,24
2028-11-13,RW-7298,7
2028-11-13,RW-1378,14
2028-11-13,RW-9304,48
2028-11-13,RW-9324,6
2028-11-13,RW-4418,74
2028-11-13,RW-9901,24
2028-11-13,RW-6416,45
2028-11-20,RW-3980,15
2028-11-20,RW-9835,11
2028-11-20,RW-2984,24
2028-11-20,RW-7298,7
2028-11-20,RW-1378,14
2028-11-20,RW-9304,48
2028-11-20,RW-9324,6
2028-11-20,RW-4418,75
2028-11-20,RW-9901,24
2028-11-20,RW-6416,45
2028-11-27,RW-3980,15
2028-11-27,RW-9835,11
2028-11-27,RW-2984,24
2028-11-27,RW-7298,7
2028-11-27,RW-1378,14
2028-11-27,RW-9304,49
2028-11-27,RW-9324,6
2028-11-27,RW-4418,76
2028-11-27,RW-9901,24
2028-11-27,RW-6416,45
2028-12-04,RW-3980,18
2028-12-04,RW-9835,14
2028-12-04,RW-2984,30
2028-12-04,RW-7298,8
2028-12-04,RW-1378,18
2028-12-04,RW-9304,61
2028-12-04,RW-9324,8
2028-12-04,RW-4418,95
2028-12-04,RW-9901,30
2028-12-04,RW-6416,57
2028-12-11,RW-3980,18
2028-12-11,RW-9835,14
2028-12-11,RW-2984,30
2028-12-11,RW-7298,8
2028-12-11,RW-1378,18
2028-12-11,RW-9304,61
2028-12-11,RW-9324,8
2028-12-11,RW-4418,96
2028-12-11,RW-9901,30
2028-12-11,RW-6416,58
2028-12-18,RW-3980,18
2028-12-18,RW-9835,13
2028-12-18,RW-2984,30
2028-12-18,RW-7298,8
2028-12-18,RW-1378,18
2028-12-18,RW-9304,62
2028-12-18,RW-9324,8
2028-12-18,RW-4418,97
2028-12-18,RW-9901,30
2028-12-18,RW-6416,58
2028-12-25,RW-3980,18
2028-12-25,RW-9835,13
2028-12-25,RW-2984,30
2028-12-25,RW-7298,8
2028-12-25,RW-1378,18
2028-12-25,RW-9304,62
2028-12-25,RW-9324,8
2028-12-25,RW-4418,98
2028-12-25,RW-9901,30
2028-12-25,RW-6416,59
2029-01-01,RW-3980,18
2029-01-01,RW-9835,13
2029-01-01,RW-2984,30
2029-01-01,RW-7298,8
2029-01-01,RW-1378,18
2029-01-01,RW-9304,63
2029-01-01,RW-9324,8
2029-01-01,RW-4418,99
2029-01-01,RW-9901,30
2029-01-01,RW-6416,59
2029-01-08,RW-3980,18
2029-01-08,RW-9835,13
2029-01-08,RW-2984,30
2029-01-08,RW-7298,8
2029-01-08,RW-1378,18
2029-01-08,RW-9304,63
2029-01-08,RW-9324,8
2029-01-08,RW-4418,100
2029-01-08,RW-9901,30
2029-01-08,RW-6416,60
2029-01-15,RW-3980,18
2029-01-15,RW-9835,13
2029-01-15,RW-2984,30
2029-01-15,RW-7298,8
2029-01-15,RW-1378,18
2029-01-15,RW-9304,63
2029-01-15,RW-9324,8
2029-01-15,RW-4418,101
2029-01-15,RW-9901,30
2029-01-15,RW-6416,60
2029-01-22,RW-3980,18
2029-01-22,RW-9835,13
2029-01-22,RW-2984,30
2029-01-22,RW-7298,8
2029-01-22,RW-1378,18
2029-01-22,RW-9304,64
2029-01-22,RW-9324,8
2029-01-22,RW-4418,101
2029-01-22,RW-9901,30
2029-01-22,RW-6416,61
2029-01-29,RW-3980,18
2029-01-29,RW-9835,13
2029-01-29,RW-2984,30
2029-01-29,RW-7298,8
2029-01-29,RW-1378,18
2029-01-29,RW-9304,64
2029-01-29,RW-9324,8
2029-01-29,RW-4418,102
2029-01-29,RW-9901,30
2029-01-29,RW-6416,61
2029-02-05,RW-3980,18
2029-02-05,RW-9835,13
2029-02-05,RW-2984,30
2029-02-05,RW-7298,8
2029-02-05,RW-1378,18
2029-02-05,RW-9304,64
2029-02-05,RW-9324,8
2029-02-05,RW-4418,103
2029-02-05,RW-9901,30
2029-02-05,RW-6416,62
2029-02-12,RW-3980,18
2029-02-12,RW-9835,13
2029-02-12,RW-2984,30
2029-02-12,RW-7298,8
2029-02-12,RW-1378,18
2029-02-12,RW-9304,65
2029-02-12,RW-9324,8
2029-02-12,RW-4418,104
2029-02-12,RW-9901,31
2029-02-12,RW-6416,62
2029-02-19,RW-3980,18
2029-02-19,RW-9835,13
2029-02-19,RW-2984,30
2029-02-19,RW-7298,8
2029-02-19,RW-1378,18
2029-02-19,RW-9304,65
2029-02-19,RW-9324,8
2029-02-19,RW-4418,105
2029-02-19,RW-9901,31
2029-02-19,RW-6416,63
2029-02-26,RW-3980,18
2029-02-26,RW-9835,13
2029-02-26,RW-2984,30
2029-02-26,RW-7298,8
2029-02-26,RW-1378,18
2029-02-26,RW-9304,65
2029-02-26,RW-9324,8
2029-02-26,RW-4418,106
2029-02-26,RW-9901,31
2029-02-26,RW-6416,64
2029-03-05,RW-3980,28
2029-03-05,RW-9835,20
2029-03-05,RW-2984,48
2029-03-05,RW-7298,12
2029-03-05,RW-1378,29
2029-03-05,RW-9304,105
2029-03-05,RW-9324,12
2029-03-05,RW-4418,171
2029-03-05,RW-9901,49
2029-03-05,RW-6416,103
2029-03-12,RW-3980,28
2029-03-12,RW-9835,20
2029-03-12,RW-2984,48
2029-03-12,RW-7298,12
2029-03-12,RW-1378,29
2029-03-12,RW-9304,106
2029-03-12,RW-9324,12
2029-03-12,RW-4418,172
2029-03-12,RW-9901,49
2029-03-12,RW-6416,103
2029-03-19,RW-3980,28
2029-03-19,RW-9835,20
2029-03-19,RW-2984,48
2029-03-19,RW-7298,12
2029-03-19,RW-1378,29
2029-03-19,RW-9304,107
2029-03-19,RW-9324,12
2029-03-19,RW-4418,174
2029-03-19,RW-9901,49
2029-03-19,RW-6416,104
2029-03-26,RW-3980,28
2029-03-26,RW-9835,19
2029-03-26,RW-2984,48
2029-03-26,RW-7298,12
2029-03-26,RW-1378,29
2029-03-26,RW-9304,107
2029-03-26,RW-9324,12
2029-03-26,RW-4418,175
2029-03-26,RW-9901,49
2029-03-26,RW-6416,105
2029-04-02,RW-3980,28
2029-04-02,RW-9835,19
2029-04-02,RW-2984,48
2029-04-02,RW-7298,12
2029-04-02,RW-1378,29
2029-04-02,RW-9304,108
2029-04-02,RW-9324,12
2029-04-02,RW-4418,177
2029-04-02,RW-9901,49
2029-04-02,RW-6416,106
2029-04-09,RW-3980,28
2029-04-09,RW-9835,19
2029-04-09,RW-2984,48
2029-04-09,RW-7298,12
2029-04-09,RW-1378,29
2029-04-09,RW-9304,108
2029-04-09,RW-9324,12
2029-04-09,RW-4418,179
2029-04-09,RW-9901,49
2029-04-09,RW-6416,107
2029-04-16,RW-3980,28
2029-04-16,RW-9835,19
2029-04-16,RW-2984,48
2029-04-16,RW-7298,11
2029-04-16,RW-1378,29
2029-04-16,RW-9304,109
2029-04-16,RW-9324,12
2029-04-16,RW-4418,180
2029-04-16,RW-9901,49
2029-04-16,RW-6416,108
2029-04-23,RW-3980,28
2029-04-23,RW-9835,19
2029-04-23,RW-2984,48
2029-04-23,RW-7298,11
2029-04-23,RW-1378,29
2029-04-23,RW-9304,110
2029-04-23,RW-9324,12
2029-04-23,RW-4418,182
2029-04-23,RW-9901,49
2029-04-23,RW-6416,109
2029-04-30,RW-3980,28
2029-04-30,RW-9835,19
2029-04-30,RW-2984,48
2029-04-30,RW-7298,11
2029-04-30,RW-1378,29
2029-04-30,RW-9304,110
2029-04-30,RW-9324,12
2029-04-30,RW-4418,183
2029-04-30,RW-9901,49
2029-04-30,RW-6416,110
2029-05-07,RW-3980,28
2029-05-07,RW-9835,19
2029-05-07,RW-2984,48
2029-05-07,RW-7298,11
2029-05-07,RW-1378,29
2029-05-07,RW-9304,111
2029-05-07,RW-9324,12
2029-05-07,RW-4418,185
2029-05-07,RW-9901,49
2029-05-07,RW-6416,111
2029-05-14,RW-3980,27
2029-05-14,RW-9835,18
2029-05-14,RW-2984,48
2029-05-14,RW-7298,11
2029-05-14,RW-1378,29
2029-05-14,RW-9304,112
2029-05-14,RW-9324,12
2029-05-14,RW-4418,186
2029-05-14,RW-9901,49
2029-05-14,RW-6416,112
2029-05-21,RW-3980,27
2029-05-21,RW-9835,18
2029-05-21,RW-2984,48
2029-05-21,RW-7298,11
2029-05-21,RW-1378,29
2029-05-21,RW-9304,112
2029-05-21,RW-9324,12
2029-05-21,RW-4418,188
2029-05-21,RW-9901,49
2029-05-21,RW-6416,113
2029-05-28,RW-3980,27
2029-05-28,RW-9835,18
2029-05-28,RW-2984,48
2029-05-28,RW-7298,11
2029-05-28,RW-1378,29
2029-05-28,RW-9304,113
2029-05-28,RW-9324,12
2029-05-28,RW-4418,190
2029-05-28,RW-9901,49
2029-05-28,RW-6416,114
2029-06-04,RW-3980,23
2029-06-04,RW-9835,15
2029-06-04,RW-2984,40
2029-06-04,RW-7298,9
2029-06-04,RW-1378,24
2029-06-04,RW-9304,95
2029-06-04,RW-9324,10
2029-06-04,RW-4418,159
2029-06-04,RW-9901,41
2029-06-04,RW-6416,96
2029-06-11,RW-3980,23
2029-06-11,RW-9835,15
2029-06-11,RW-2984,40
2029-06-11,RW-7298,9
2029-06-11,RW-1378,24
2029-06-11,RW-9304,95
2029-06-11,RW-9324,10
2029-06-11,RW-4418,161
2029-06-11,RW-9901,41
2029-06-11,RW-6416,96
2029-06-18,RW-3980,23
2029-06-18,RW-9835,15
2029-06-18,RW-2984,40
2029-06-18,RW-7298,9
2029-06-18,RW-1378,24
2029-06-18,RW-9304,96
2029-06-18,RW-9324,10
2029-06-18,RW-4418,162
2029-06-18,RW-9901,41
2029-06-18,RW-6416,97
2029-06-25,RW-3980,23
2029-06-25,RW-9835,15
2029-06-25,RW-2984,40
2029-06-25,RW-7298,9
2029-06-25,RW-1378,24
2029-06-25,RW-9304,96
2029-06-25,RW-9324,10
2029-06-25,RW-4418,164
2029-06-25,RW-9901,41
2029-06-25,RW-6416,98
2029-07-02,RW-3980,23
2029-07-02,RW-9835,15
2029-07-02,RW-2984,40
2029-07-02,RW-7298,9
2029-07-02,RW-1378,24
2029-07-02,RW-9304,97
2029-07-02,RW-9324,10
2029-07-02,RW-4418,165
2029-07-02,RW-9901,41
2029-07-02,RW-6416,99
2029-07-09,RW-3980,22
2029-07-09,RW-9835,14
2029-07-09,RW-2984,40
2029-07-09,RW-7298,9
2029-07-09,RW-1378,24
2029-07-09,RW-9304,97
2029-07-09,RW-9324,10
2029-07-09,RW-4418,166
2029-07-09,RW-9901,41
2029-07-09,RW-6416,100
2029-07-16,RW-3980,22
2029-07-16,RW-9835,14
2029-07-16,RW-2984,40
2029-07-16,RW-7298,9
2029-07-16,RW-1378,24
2029-07-16,RW-9304,98
2029-07-16,RW-9324,10
2029-07-16,RW-4418,168
2029-07-16,RW-9901,41
2029-07-16,RW-6416,101
2029-07-23,RW-3980,22
2029-07-23,RW-9835,14
2029-07-23,RW-2984,40
2029-07-23,RW-7298,9
2029-07-23,RW-1378,24
2029-07-23,RW-9304,99
2029-07-23,RW-9324,10
2029-07-23,RW-4418,169
2029-07-23,RW-9901,41
2029-07-23,RW-6416,102
2029-07-30,RW-3980,22
2029-07-30,RW-9835,14
2029-07-30,RW-2984,40
2029-07-30,RW-7298,8
2029-07-30,RW-1378,24
2029-07-30,RW-9304,99
2029-07-30,RW-9324,10
2029-07-30,RW-4418,171
2029-07-30,RW-9901,41
2029-07-30,RW-6416,102
2029-08-06,RW-3980,22
2029-08-06,RW-9835,14
2029-08-06,RW-2984,40
2029-08-06,RW-7298,8
2029-08-06,RW-1378,24
2029-08-06,RW-9304,100
2029-08-06,RW-9324,10
2029-08-06,RW-4418,172
2029-08-06,RW-9901,41
2029-08-06,RW-6416,103
2029-08-13,RW-3980,22
2029-08-13,RW-9835,14
2029-08-13,RW-2984,40
2029-08-13,RW-7298,8
2029-08-13,RW-1378,24
2029-08-13,RW-9304,100
2029-08-13,RW-9324,10
2029-08-13,RW-4418,174
2029-08-13,RW-9901,41
2029-08-13,RW-6416,104
2029-08-20,RW-3980,22
2029-08-20,RW-9835,14
2029-08-20,RW-2984,40
2029-08-20,RW-7298,8
2029-08-20,RW-1378,24
2029-08-20,RW-9304,101
2029-08-20,RW-9324,10
2029-08-20,RW-4418,175
2029-08-20,RW-9901,41
2029-08-20,RW-6416,105
2029-08-27,RW-3980,22
2029-08-27,RW-9835,14
2029-08-27,RW-2984,40
2029-08-27,RW-7298,8
2029-08-27,RW-1378,24
2029-08-27,RW-9304,101
2029-08-27,RW-9324,10
2029-08-27,RW-4418,177
2029-08-27,RW-9901,41
2029-08-27,RW-6416,106
