Dealer Order #,Dealer ID,Dealer Name,State,Order Date,Requested Ship Date,SKU,Class,Size,Trim,Qty,Wholesale Price,Fulfilled (Y/N),Shipped
DO-20496,D-125,Switchback Cycles,UT,12/25/2025,01/10/2026,RW-3980,Road,S,Carbon,8,2879,Y,01/01/2026
DO-20509,D-103,Cascade Cyclery,OR,12/25/2025,01/14/2026,RW-2984,Road,M,Carbon,6,2879,Y,01/20/2026
DO-20511,D-122,Evergreen Cycle Shop,CO,12/25/2025,01/22/2026,RW-7298,Road,L,Base,7,1367,Y,01/17/2026
DO-20525,D-128,Sierra Bike Works,NC,12/25/2025,01/16/2026,RW-4418,MTB,M,Carbon,5,3527,Y,01/20/2026
DO-20530,D-117,Mesa Verde Cycling,FL,12/25/2025,01/20/2026,RW-9901,MTB,L,Base,11,1655,Y,01/17/2026
DO-20534,D-125,Switchback Cycles,UT,12/25/2025,01/09/2026,RW-6416,MTB,L,Carbon,4,3527,Y,01/01/2026
DO-20536,D-118,Lakeshore Cyclery,ID,12/25/2025,01/12/2026,RW-6416,MTB,L,Carbon,1,3527,Y,01/02/2026
DO-20498,D-111,High Desert Cyclery,MA,12/26/2025,01/09/2026,RW-3980,Road,S,Carbon,10,2879,Y,01/20/2026
DO-20508,D-132,Bayside Bicycle Co,PA,12/26/2025,01/19/2026,RW-2984,Road,M,Carbon,7,2879,Y,01/21/2026
DO-20513,D-101,Summit Cycles,CA,12/26/2025,01/23/2026,RW-1378,Road,L,Carbon,3,2879,Y,01/09/2026
DO-20521,D-103,Cascade Cyclery,OR,12/26/2025,01/10/2026,RW-9324,MTB,M,Base,11,1655,Y,01/02/2026
DO-20524,D-114,Coastal Ride Co,MI,12/26/2025,01/13/2026,RW-9324,MTB,M,Base,5,1655,Y,01/13/2026
DO-20528,D-114,Coastal Ride Co,MI,12/26/2025,01/20/2026,RW-4418,MTB,M,Carbon,3,3527,Y,01/05/2026
DO-20499,D-117,Mesa Verde Cycling,FL,12/27/2025,01/22/2026,RW-3980,Road,S,Carbon,2,2879,Y,01/04/2026
DO-20505,D-131,Copperline Cycles,MA,12/27/2025,01/21/2026,RW-9835,Road,M,Base,9,1367,Y,01/11/2026
DO-20519,D-124,Foothills Bicycles,WA,12/27/2025,01/12/2026,RW-9324,MTB,M,Base,9,1655,Y,01/19/2026
DO-20522,D-125,Switchback Cycles,UT,12/27/2025,01/18/2026,RW-9324,MTB,M,Base,2,1655,Y,01/17/2026
DO-20497,D-115,Alpine Wheels,MN,12/28/2025,01/20/2026,RW-3980,Road,S,Carbon,7,2879,Y,01/23/2026
DO-20501,D-137,Driftwood Bikes,FL,12/28/2025,01/13/2026,RW-9835,Road,M,Base,12,1367,Y,01/04/2026
DO-20510,D-102,Ridgeback Bikes,CO,12/28/2025,01/24/2026,RW-7298,Road,L,Base,10,1367,Y,01/15/2026
DO-20515,D-142,Wildflower Cyclery,CO,12/28/2025,01/14/2026,RW-1378,Road,L,Carbon,9,2879,Y,01/18/2026
DO-20526,D-131,Copperline Cycles,MA,12/28/2025,01/16/2026,RW-4418,MTB,M,Carbon,11,3527,Y,01/07/2026
DO-20529,D-133,Rimrock Cyclery,IL,12/28/2025,01/14/2026,RW-9901,MTB,L,Base,7,1655,Y,01/07/2026
DO-20533,D-131,Copperline Cycles,MA,12/28/2025,01/19/2026,RW-9901,MTB,L,Base,4,1655,Y,01/26/2026
DO-20564,D-105,Trailhead Bicycle Co,UT,12/29/2025,01/16/2026,RW-9324,MTB,M,Base,9,1655,Y,01/10/2026
DO-20538,D-131,Copperline Cycles,MA,12/30/2025,01/19/2026,RW-3980,Road,S,Carbon,3,2879,Y,01/13/2026
DO-20539,D-131,Copperline Cycles,MA,12/30/2025,01/20/2026,RW-3980,Road,S,Carbon,5,2879,Y,01/24/2026
DO-20541,D-115,Alpine Wheels,MN,12/30/2025,01/24/2026,RW-3980,Road,S,Carbon,12,2879,Y,01/25/2026
DO-20558,D-113,Granite Peak Cycles,IL,12/30/2025,01/15/2026,RW-1378,Road,L,Carbon,7,2879,Y,01/23/2026
DO-20542,D-110,Bluegrass Bicycles,NY,12/31/2025,01/21/2026,RW-3980,Road,S,Carbon,5,2879,Y,01/16/2026
DO-20547,D-120,Stone Bridge Cycles,NM,12/31/2025,01/21/2026,RW-9835,Road,M,Base,2,1367,Y,01/27/2026
DO-20549,D-131,Copperline Cycles,MA,12/31/2025,01/15/2026,RW-9835,Road,M,Base,6,1367,Y,01/17/2026
DO-20552,D-123,Metro Velo,OR,12/31/2025,01/20/2026,RW-2984,Road,M,Carbon,12,2879,Y,01/18/2026
DO-20553,D-123,Metro Velo,OR,12/31/2025,01/28/2026,RW-7298,Road,L,Base,10,1367,Y,01/10/2026
DO-20554,D-110,Bluegrass Bicycles,NY,12/31/2025,01/18/2026,RW-7298,Road,L,Base,11,1367,Y,01/12/2026
DO-20557,D-133,Rimrock Cyclery,IL,12/31/2025,01/25/2026,RW-1378,Road,L,Carbon,8,2879,Y,01/24/2026
DO-20566,D-132,Bayside Bicycle Co,PA,12/31/2025,01/25/2026,RW-9324,MTB,M,Base,6,1655,Y,01/14/2026
DO-20572,D-120,Stone Bridge Cycles,NM,12/31/2025,01/15/2026,RW-9901,MTB,L,Base,7,1655,Y,01/21/2026
DO-20543,D-103,Cascade Cyclery,OR,01/01/2026,01/24/2026,RW-3980,Road,S,Carbon,6,2879,Y,01/29/2026
DO-20546,D-116,Timberline Bikes,GA,01/01/2026,01/24/2026,RW-9835,Road,M,Base,11,1367,Y,01/10/2026
DO-20555,D-121,Red Rock Bike Co,CA,01/01/2026,01/24/2026,RW-1378,Road,L,Carbon,3,2879,Y,01/19/2026
DO-20556,D-104,Peak Performance Bikes,WA,01/01/2026,01/19/2026,RW-1378,Road,L,Carbon,2,2879,Y,01/24/2026
DO-20560,D-137,Driftwood Bikes,FL,01/01/2026,01/26/2026,RW-9304,MTB,S,Carbon,11,3527,Y,01/30/2026
DO-20561,D-112,Riverbend Bike Shop,PA,01/01/2026,01/22/2026,RW-9304,MTB,S,Carbon,5,3527,Y,01/21/2026
DO-20568,D-124,Foothills Bicycles,WA,01/01/2026,01/28/2026,RW-4418,MTB,M,Carbon,11,3527,Y,01/16/2026
DO-20571,D-117,Mesa Verde Cycling,FL,01/01/2026,01/27/2026,RW-4418,MTB,M,Carbon,5,3527,Y,01/15/2026
DO-20573,D-131,Copperline Cycles,MA,01/01/2026,01/29/2026,RW-9901,MTB,L,Base,9,1655,Y,01/19/2026
DO-20574,D-124,Foothills Bicycles,WA,01/01/2026,01/15/2026,RW-9901,MTB,L,Base,3,1655,Y,01/09/2026
DO-20575,D-141,Basin Bike Shop,CA,01/01/2026,01/19/2026,RW-9901,MTB,L,Base,1,1655,Y,01/19/2026
DO-20577,D-135,Elk Creek Cycles,MN,01/01/2026,01/28/2026,RW-6416,MTB,L,Carbon,3,3527,Y,01/23/2026
DO-20578,D-107,Iron Horse Cycles,TX,01/01/2026,01/15/2026,RW-6416,MTB,L,Carbon,1,3527,Y,01/24/2026
DO-20537,D-122,Evergreen Cycle Shop,CO,01/02/2026,01/21/2026,RW-3980,Road,S,Carbon,3,2879,Y,01/28/2026
DO-20548,D-118,Lakeshore Cyclery,ID,01/02/2026,01/27/2026,RW-9835,Road,M,Base,8,1367,Y,01/12/2026
DO-20551,D-103,Cascade Cyclery,OR,01/02/2026,01/16/2026,RW-2984,Road,M,Carbon,6,2879,Y,01/15/2026
DO-20563,D-131,Copperline Cycles,MA,01/02/2026,01/19/2026,RW-9324,MTB,M,Base,12,1655,Y,01/11/2026
DO-20567,D-132,Bayside Bicycle Co,PA,01/02/2026,01/27/2026,RW-9324,MTB,M,Base,4,1655,Y,01/18/2026
DO-20570,D-102,Ridgeback Bikes,CO,01/02/2026,01/18/2026,RW-4418,MTB,M,Carbon,5,3527,Y,01/30/2026
DO-20540,D-124,Foothills Bicycles,WA,01/03/2026,01/21/2026,RW-3980,Road,S,Carbon,7,2879,Y,01/28/2026
DO-20544,D-120,Stone Bridge Cycles,NM,01/03/2026,01/24/2026,RW-3980,Road,S,Carbon,4,2879,Y,01/25/2026
DO-20545,D-124,Foothills Bicycles,WA,01/03/2026,01/30/2026,RW-9835,Road,M,Base,4,1367,Y,01/21/2026
DO-20550,D-124,Foothills Bicycles,WA,01/03/2026,01/21/2026,RW-2984,Road,M,Carbon,6,2879,Y,01/28/2026
DO-20562,D-102,Ridgeback Bikes,CO,01/03/2026,01/22/2026,RW-9304,MTB,S,Carbon,5,3527,Y,01/31/2026
DO-20569,D-116,Timberline Bikes,GA,01/03/2026,01/30/2026,RW-4418,MTB,M,Carbon,8,3527,Y,01/22/2026
DO-20576,D-123,Metro Velo,OR,01/03/2026,01/17/2026,RW-6416,MTB,L,Carbon,10,3527,Y,01/20/2026
DO-20559,D-121,Red Rock Bike Co,CA,01/04/2026,01/19/2026,RW-9304,MTB,S,Carbon,4,3527,Y,01/23/2026
DO-20565,D-144,Cedar Ridge Cycles,WA,01/04/2026,01/18/2026,RW-9324,MTB,M,Base,4,1655,Y,01/27/2026
DO-20583,D-139,Tidewater Bicycles,MT,01/05/2026,02/01/2026,RW-3980,Road,S,Carbon,3,2879,Y,01/18/2026
DO-20586,D-118,Lakeshore Cyclery,ID,01/05/2026,01/28/2026,RW-9835,Road,M,Base,5,1367,Y,01/18/2026
DO-20588,D-132,Bayside Bicycle Co,PA,01/05/2026,01/25/2026,RW-9835,Road,M,Base,2,1367,Y,01/18/2026
DO-20594,D-128,Sierra Bike Works,NC,01/05/2026,01/25/2026,RW-2984,Road,M,Carbon,5,2879,Y,01/28/2026
DO-20601,D-107,Iron Horse Cycles,TX,01/05/2026,01/31/2026,RW-9304,MTB,S,Carbon,2,3527,Y,01/22/2026
DO-20602,D-115,Alpine Wheels,MN,01/05/2026,01/21/2026,RW-9304,MTB,S,Carbon,2,3527,Y,01/24/2026
DO-20614,D-144,Cedar Ridge Cycles,WA,01/05/2026,01/24/2026,RW-4418,MTB,M,Carbon,7,3527,Y,01/23/2026
DO-20589,D-107,Iron Horse Cycles,TX,01/06/2026,01/27/2026,RW-2984,Road,M,Carbon,2,2879,Y,01/24/2026
DO-20590,D-135,Elk Creek Cycles,MN,01/06/2026,01/29/2026,RW-2984,Road,M,Carbon,11,2879,Y,01/27/2026
DO-20600,D-122,Evergreen Cycle Shop,CO,01/06/2026,01/24/2026,RW-1378,Road,L,Carbon,2,2879,Y,01/16/2026
DO-20610,D-126,Harbor Bikes,AZ,01/06/2026,01/21/2026,RW-9324,MTB,M,Base,7,1655,Y,01/29/2026
DO-20612,D-118,Lakeshore Cyclery,ID,01/06/2026,01/31/2026,RW-4418,MTB,M,Carbon,7,3527,Y,01/18/2026
DO-20579,D-143,Overlook Bikes,OR,01/07/2026,01/31/2026,RW-3980,Road,S,Carbon,6,2879,Y,01/14/2026
DO-20581,D-124,Foothills Bicycles,WA,01/07/2026,01/24/2026,RW-3980,Road,S,Carbon,2,2879,Y,01/21/2026
DO-20591,D-115,Alpine Wheels,MN,01/07/2026,01/27/2026,RW-2984,Road,M,Carbon,6,2879,Y,01/31/2026
DO-20595,D-110,Bluegrass Bicycles,NY,01/07/2026,01/26/2026,RW-7298,Road,L,Base,9,1367,Y,01/18/2026
DO-20604,D-134,Old Town Bikes,MI,01/07/2026,01/27/2026,RW-9304,MTB,S,Carbon,6,3527,Y,01/20/2026
DO-20611,D-136,Capitol Cyclery,GA,01/07/2026,01/27/2026,RW-9324,MTB,M,Base,6,1655,Y,01/29/2026
DO-20621,D-145,Frontier Bicycle Works,UT,01/07/2026,02/03/2026,RW-6416,MTB,L,Carbon,7,3527,Y,01/30/2026
DO-20582,D-116,Timberline Bikes,GA,01/08/2026,02/02/2026,RW-3980,Road,S,Carbon,2,2879,Y,01/27/2026
DO-20593,D-120,Stone Bridge Cycles,NM,01/08/2026,02/02/2026,RW-2984,Road,M,Carbon,2,2879,Y,01/29/2026
DO-20606,D-106,Velo Republic,AZ,01/08/2026,01/25/2026,RW-9304,MTB,S,Carbon,4,3527,Y,02/06/2026
DO-20618,D-118,Lakeshore Cyclery,ID,01/08/2026,01/23/2026,RW-9901,MTB,L,Base,11,1655,Y,01/27/2026
DO-20620,D-124,Foothills Bicycles,WA,01/08/2026,01/27/2026,RW-6416,MTB,L,Carbon,3,3527,Y,02/04/2026
DO-20580,D-132,Bayside Bicycle Co,PA,01/09/2026,02/01/2026,RW-3980,Road,S,Carbon,10,2879,Y,01/16/2026
DO-20584,D-137,Driftwood Bikes,FL,01/09/2026,01/27/2026,RW-9835,Road,M,Base,9,1367,Y,02/03/2026
DO-20599,D-126,Harbor Bikes,AZ,01/09/2026,01/23/2026,RW-1378,Road,L,Carbon,12,2879,Y,02/04/2026
DO-20603,D-117,Mesa Verde Cycling,FL,01/09/2026,02/03/2026,RW-9304,MTB,S,Carbon,6,3527,Y,01/24/2026
DO-20615,D-145,Frontier Bicycle Works,UT,01/09/2026,01/31/2026,RW-4418,MTB,M,Carbon,9,3527,Y,01/24/2026
DO-20617,D-139,Tidewater Bicycles,MT,01/09/2026,02/06/2026,RW-9901,MTB,L,Base,3,1655,Y,02/01/2026
DO-20587,D-136,Capitol Cyclery,GA,01/10/2026,01/30/2026,RW-9835,Road,M,Base,5,1367,Y,01/30/2026
DO-20592,D-106,Velo Republic,AZ,01/10/2026,02/07/2026,RW-2984,Road,M,Carbon,6,2879,Y,01/28/2026
DO-20596,D-119,Pinecrest Bikes,MT,01/10/2026,01/30/2026,RW-7298,Road,L,Base,3,1367,Y,01/26/2026
DO-20607,D-143,Overlook Bikes,OR,01/10/2026,01/25/2026,RW-9304,MTB,S,Carbon,7,3527,Y,01/24/2026
DO-20613,D-119,Pinecrest Bikes,MT,01/10/2026,01/27/2026,RW-4418,MTB,M,Carbon,8,3527,Y,01/29/2026
DO-20619,D-123,Metro Velo,OR,01/10/2026,02/04/2026,RW-9901,MTB,L,Base,6,1655,Y,02/04/2026
DO-20585,D-123,Metro Velo,OR,01/11/2026,02/02/2026,RW-9835,Road,M,Base,12,1367,Y,01/27/2026
DO-20597,D-133,Rimrock Cyclery,IL,01/11/2026,01/27/2026,RW-7298,Road,L,Base,9,1367,Y,01/20/2026
DO-20598,D-120,Stone Bridge Cycles,NM,01/11/2026,02/02/2026,RW-7298,Road,L,Base,1,1367,Y,02/01/2026
DO-20605,D-132,Bayside Bicycle Co,PA,01/11/2026,02/06/2026,RW-9304,MTB,S,Carbon,5,3527,Y,02/09/2026
DO-20608,D-109,Northstar Cycle Works,VT,01/11/2026,01/27/2026,RW-9324,MTB,M,Base,11,1655,Y,01/28/2026
DO-20609,D-140,Aspen Grove Cycles,NM,01/11/2026,01/31/2026,RW-9324,MTB,M,Base,10,1655,Y,01/30/2026
DO-20616,D-129,Blue Ridge Cyclery,VT,01/11/2026,01/29/2026,RW-9901,MTB,L,Base,10,1655,Y,02/05/2026
DO-20634,D-101,Summit Cycles,CA,01/12/2026,01/28/2026,RW-2984,Road,M,Carbon,8,2879,Y,01/22/2026
DO-20657,D-128,Sierra Bike Works,NC,01/12/2026,01/29/2026,RW-6416,MTB,L,Carbon,2,3527,Y,01/19/2026
DO-20622,D-129,Blue Ridge Cyclery,VT,01/13/2026,02/05/2026,RW-3980,Road,S,Carbon,12,2879,Y,02/06/2026
DO-20633,D-135,Elk Creek Cycles,MN,01/13/2026,02/02/2026,RW-2984,Road,M,Carbon,11,2879,Y,01/23/2026
DO-20635,D-122,Evergreen Cycle Shop,CO,01/13/2026,02/09/2026,RW-7298,Road,L,Base,4,1367,Y,02/10/2026
DO-20638,D-101,Summit Cycles,CA,01/13/2026,02/09/2026,RW-1378,Road,L,Carbon,11,2879,Y,01/31/2026
DO-20640,D-135,Elk Creek Cycles,MN,01/13/2026,02/08/2026,RW-9304,MTB,S,Carbon,7,3527,Y,02/03/2026
DO-20650,D-131,Copperline Cycles,MA,01/13/2026,02/01/2026,RW-9324,MTB,M,Base,1,1655,Y,01/23/2026
DO-20626,D-119,Pinecrest Bikes,MT,01/15/2026,01/30/2026,RW-3980,Road,S,Carbon,4,2879,Y,02/06/2026
DO-20627,D-119,Pinecrest Bikes,MT,01/15/2026,02/07/2026,RW-9835,Road,M,Base,3,1367,Y,01/22/2026
DO-20628,D-136,Capitol Cyclery,GA,01/15/2026,02/10/2026,RW-9835,Road,M,Base,9,1367,Y,01/31/2026
DO-20630,D-117,Mesa Verde Cycling,FL,01/15/2026,02/02/2026,RW-9835,Road,M,Base,8,1367,Y,01/26/2026
DO-20632,D-116,Timberline Bikes,GA,01/15/2026,02/01/2026,RW-2984,Road,M,Carbon,3,2879,Y,02/08/2026
DO-20639,D-129,Blue Ridge Cyclery,VT,01/15/2026,01/29/2026,RW-1378,Road,L,Carbon,5,2879,Y,02/04/2026
DO-20643,D-101,Summit Cycles,CA,01/15/2026,01/30/2026,RW-9304,MTB,S,Carbon,11,3527,Y,01/22/2026
DO-20648,D-131,Copperline Cycles,MA,01/15/2026,02/06/2026,RW-9324,MTB,M,Base,6,1655,Y,01/25/2026
DO-20655,D-132,Bayside Bicycle Co,PA,01/15/2026,02/03/2026,RW-6416,MTB,L,Carbon,10,3527,Y,02/10/2026
DO-20623,D-110,Bluegrass Bicycles,NY,01/16/2026,02/08/2026,RW-3980,Road,S,Carbon,3,2879,Y,01/31/2026
DO-20624,D-119,Pinecrest Bikes,MT,01/16/2026,02/06/2026,RW-3980,Road,S,Carbon,3,2879,Y,01/30/2026
DO-20642,D-103,Cascade Cyclery,OR,01/16/2026,02/09/2026,RW-9304,MTB,S,Carbon,10,3527,Y,02/03/2026
DO-20644,D-124,Foothills Bicycles,WA,01/16/2026,02/11/2026,RW-9304,MTB,S,Carbon,5,3527,Y,02/12/2026
DO-20645,D-123,Metro Velo,OR,01/16/2026,02/02/2026,RW-9324,MTB,M,Base,5,1655,Y,02/11/2026
DO-20647,D-141,Basin Bike Shop,CA,01/16/2026,02/03/2026,RW-9324,MTB,M,Base,8,1655,Y,02/14/2026
DO-20631,D-131,Copperline Cycles,MA,01/17/2026,02/06/2026,RW-9835,Road,M,Base,8,1367,Y,02/11/2026
DO-20637,D-126,Harbor Bikes,AZ,01/17/2026,02/13/2026,RW-7298,Road,L,Base,2,1367,Y,01/27/2026
DO-20649,D-123,Metro Velo,OR,01/17/2026,02/14/2026,RW-9324,MTB,M,Base,8,1655,Y,01/31/2026
DO-20651,D-117,Mesa Verde Cycling,FL,01/17/2026,02/01/2026,RW-4418,MTB,M,Carbon,12,3527,Y,01/27/2026
DO-20652,D-143,Overlook Bikes,OR,01/17/2026,02/04/2026,RW-4418,MTB,M,Carbon,10,3527,Y,01/24/2026
DO-20653,D-139,Tidewater Bicycles,MT,01/17/2026,02/01/2026,RW-9901,MTB,L,Base,10,1655,Y,01/28/2026
DO-20625,D-116,Timberline Bikes,GA,01/18/2026,02/03/2026,RW-3980,Road,S,Carbon,4,2879,Y,02/13/2026
DO-20629,D-124,Foothills Bicycles,WA,01/18/2026,02/05/2026,RW-9835,Road,M,Base,3,1367,Y,02/07/2026
DO-20636,D-127,Prairie Wind Cycling,TX,01/18/2026,02/12/2026,RW-7298,Road,L,Base,7,1367,Y,02/06/2026
DO-20641,D-122,Evergreen Cycle Shop,CO,01/18/2026,02/12/2026,RW-9304,MTB,S,Carbon,3,3527,Y,01/30/2026
DO-20646,D-123,Metro Velo,OR,01/18/2026,02/13/2026,RW-9324,MTB,M,Base,9,1655,Y,02/10/2026
DO-20654,D-115,Alpine Wheels,MN,01/18/2026,02/11/2026,RW-9901,MTB,L,Base,5,1655,Y,01/30/2026
DO-20656,D-122,Evergreen Cycle Shop,CO,01/18/2026,02/06/2026,RW-6416,MTB,L,Carbon,4,3527,Y,01/26/2026
DO-20662,D-114,Coastal Ride Co,MI,01/19/2026,02/14/2026,RW-9835,Road,M,Base,10,1367,Y,02/07/2026
DO-20669,D-122,Evergreen Cycle Shop,CO,01/19/2026,02/13/2026,RW-2984,Road,M,Carbon,2,2879,Y,02/06/2026
DO-20672,D-122,Evergreen Cycle Shop,CO,01/19/2026,02/09/2026,RW-7298,Road,L,Base,9,1367,Y,02/16/2026
DO-20679,D-119,Pinecrest Bikes,MT,01/19/2026,02/15/2026,RW-9324,MTB,M,Base,2,1655,Y,02/15/2026
DO-20683,D-136,Capitol Cyclery,GA,01/19/2026,02/13/2026,RW-9324,MTB,M,Base,9,1655,Y,02/15/2026
DO-20686,D-102,Ridgeback Bikes,CO,01/19/2026,02/05/2026,RW-4418,MTB,M,Carbon,5,3527,Y,01/27/2026
DO-20689,D-139,Tidewater Bicycles,MT,01/19/2026,02/12/2026,RW-9901,MTB,L,Base,10,1655,Y,01/30/2026
DO-20691,D-116,Timberline Bikes,GA,01/19/2026,02/10/2026,RW-9901,MTB,L,Base,4,1655,Y,02/09/2026
DO-20663,D-110,Bluegrass Bicycles,NY,01/20/2026,02/06/2026,RW-9835,Road,M,Base,12,1367,Y,01/29/2026
DO-20671,D-131,Copperline Cycles,MA,01/20/2026,02/17/2026,RW-7298,Road,L,Base,2,1367,Y,02/05/2026
DO-20688,D-105,Trailhead Bicycle Co,UT,01/20/2026,02/06/2026,RW-9901,MTB,L,Base,6,1655,Y,02/11/2026
DO-20692,D-118,Lakeshore Cyclery,ID,01/20/2026,02/09/2026,RW-6416,MTB,L,Carbon,2,3527,Y,02/16/2026
DO-20693,D-135,Elk Creek Cycles,MN,01/20/2026,02/08/2026,RW-6416,MTB,L,Carbon,10,3527,Y,02/10/2026
DO-20668,D-145,Frontier Bicycle Works,UT,01/21/2026,02/08/2026,RW-2984,Road,M,Carbon,12,2879,Y,01/30/2026
DO-20673,D-114,Coastal Ride Co,MI,01/21/2026,02/15/2026,RW-1378,Road,L,Carbon,11,2879,Y,02/13/2026
DO-20676,D-141,Basin Bike Shop,CA,01/21/2026,02/06/2026,RW-9304,MTB,S,Carbon,11,3527,Y,02/18/2026
DO-20678,D-119,Pinecrest Bikes,MT,01/21/2026,02/15/2026,RW-9304,MTB,S,Carbon,3,3527,Y,02/15/2026
DO-20681,D-110,Bluegrass Bicycles,NY,01/21/2026,02/09/2026,RW-9324,MTB,M,Base,2,1655,Y,02/09/2026
DO-20685,D-136,Capitol Cyclery,GA,01/21/2026,02/07/2026,RW-4418,MTB,M,Carbon,11,3527,Y,02/04/2026
DO-20690,D-105,Trailhead Bicycle Co,UT,01/21/2026,02/18/2026,RW-9901,MTB,L,Base,3,1655,Y,02/13/2026
DO-20658,D-107,Iron Horse Cycles,TX,01/22/2026,02/19/2026,RW-3980,Road,S,Carbon,11,2879,Y,02/10/2026
DO-20660,D-120,Stone Bridge Cycles,NM,01/22/2026,02/15/2026,RW-3980,Road,S,Carbon,5,2879,Y,02/01/2026
DO-20677,D-135,Elk Creek Cycles,MN,01/22/2026,02/06/2026,RW-9304,MTB,S,Carbon,7,3527,Y,02/03/2026
DO-20661,D-122,Evergreen Cycle Shop,CO,01/23/2026,02/18/2026,RW-3980,Road,S,Carbon,4,2879,Y,01/30/2026
DO-20665,D-115,Alpine Wheels,MN,01/23/2026,02/06/2026,RW-9835,Road,M,Base,5,1367,Y,02/11/2026
DO-20666,D-110,Bluegrass Bicycles,NY,01/23/2026,02/11/2026,RW-2984,Road,M,Carbon,11,2879,Y,02/18/2026
DO-20674,D-131,Copperline Cycles,MA,01/23/2026,02/17/2026,RW-1378,Road,L,Carbon,10,2879,Y,02/13/2026
DO-20670,D-139,Tidewater Bicycles,MT,01/24/2026,02/15/2026,RW-7298,Road,L,Base,11,1367,Y,02/04/2026
DO-20682,D-111,High Desert Cyclery,MA,01/24/2026,02/11/2026,RW-9324,MTB,M,Base,5,1655,Y,02/06/2026
DO-20684,D-143,Overlook Bikes,OR,01/24/2026,02/16/2026,RW-9324,MTB,M,Base,9,1655,Y,02/21/2026
DO-20687,D-101,Summit Cycles,CA,01/24/2026,02/08/2026,RW-4418,MTB,M,Carbon,3,3527,Y,02/19/2026
DO-20694,D-115,Alpine Wheels,MN,01/24/2026,02/17/2026,RW-6416,MTB,L,Carbon,7,3527,Y,02/20/2026
DO-20659,D-112,Riverbend Bike Shop,PA,01/25/2026,02/21/2026,RW-3980,Road,S,Carbon,9,2879,Y,02/10/2026
DO-20664,D-141,Basin Bike Shop,CA,01/25/2026,02/10/2026,RW-9835,Road,M,Base,8,1367,Y,02/22/2026
DO-20667,D-112,Riverbend Bike Shop,PA,01/25/2026,02/10/2026,RW-2984,Road,M,Carbon,10,2879,Y,02/20/2026
DO-20675,D-145,Frontier Bicycle Works,UT,01/25/2026,02/09/2026,RW-9304,MTB,S,Carbon,11,3527,Y,02/02/2026
DO-20680,D-123,Metro Velo,OR,01/25/2026,02/09/2026,RW-9324,MTB,M,Base,6,1655,Y,02/08/2026
DO-20695,D-115,Alpine Wheels,MN,01/25/2026,02/13/2026,RW-6416,MTB,L,Carbon,3,3527,Y,02/05/2026
DO-20711,D-105,Trailhead Bicycle Co,UT,01/26/2026,02/19/2026,RW-2984,Road,M,Carbon,3,2879,Y,02/02/2026
DO-20720,D-128,Sierra Bike Works,NC,01/26/2026,02/09/2026,RW-9304,MTB,S,Carbon,5,3527,Y,02/10/2026
DO-20728,D-122,Evergreen Cycle Shop,CO,01/26/2026,02/13/2026,RW-9324,MTB,M,Base,12,1655,Y,02/04/2026
DO-20738,D-111,High Desert Cyclery,MA,01/26/2026,02/10/2026,RW-6416,MTB,L,Carbon,9,3527,Y,02/06/2026
DO-20700,D-118,Lakeshore Cyclery,ID,01/27/2026,02/13/2026,RW-3980,Road,S,Carbon,5,2879,Y,02/21/2026
DO-20705,D-144,Cedar Ridge Cycles,WA,01/27/2026,02/11/2026,RW-9835,Road,M,Base,6,1367,Y,02/06/2026
DO-20708,D-133,Rimrock Cyclery,IL,01/27/2026,02/13/2026,RW-2984,Road,M,Carbon,6,2879,Y,02/19/2026
DO-20709,D-115,Alpine Wheels,MN,01/27/2026,02/16/2026,RW-2984,Road,M,Carbon,11,2879,Y,02/20/2026
DO-20715,D-124,Foothills Bicycles,WA,01/27/2026,02/15/2026,RW-7298,Road,L,Base,4,1367,Y,02/07/2026
DO-20726,D-114,Coastal Ride Co,MI,01/27/2026,02/24/2026,RW-9324,MTB,M,Base,2,1655,Y,02/12/2026
DO-20736,D-124,Foothills Bicycles,WA,01/27/2026,02/14/2026,RW-9901,MTB,L,Base,6,1655,Y,02/22/2026
DO-20697,D-124,Foothills Bicycles,WA,01/28/2026,02/25/2026,RW-3980,Road,S,Carbon,12,2879,Y,02/06/2026
DO-20712,D-102,Ridgeback Bikes,CO,01/28/2026,02/11/2026,RW-7298,Road,L,Base,5,1367,Y,02/24/2026
DO-20713,D-116,Timberline Bikes,GA,01/28/2026,02/20/2026,RW-7298,Road,L,Base,8,1367,Y,02/22/2026
DO-20718,D-135,Elk Creek Cycles,MN,01/28/2026,02/19/2026,RW-1378,Road,L,Carbon,6,2879,Y,02/07/2026
DO-20719,D-129,Blue Ridge Cyclery,VT,01/28/2026,02/23/2026,RW-9304,MTB,S,Carbon,12,3527,Y,02/23/2026
DO-20729,D-105,Trailhead Bicycle Co,UT,01/28/2026,02/24/2026,RW-9324,MTB,M,Base,2,1655,Y,02/12/2026
DO-20735,D-139,Tidewater Bicycles,MT,01/28/2026,02/20/2026,RW-9901,MTB,L,Base,11,1655,Y,02/09/2026
DO-20737,D-135,Elk Creek Cycles,MN,01/28/2026,02/22/2026,RW-9901,MTB,L,Base,8,1655,Y,02/13/2026
DO-20698,D-128,Sierra Bike Works,NC,01/29/2026,02/24/2026,RW-3980,Road,S,Carbon,10,2879,Y,02/08/2026
DO-20707,D-135,Elk Creek Cycles,MN,01/29/2026,02/15/2026,RW-2984,Road,M,Carbon,9,2879,Y,02/09/2026
