order_id,order_date,customer_id,ship_to_state,sku,class,size,trim,qty,unit_price,is_fulfilled,ship_date
WEB-101178,2025-11-05,C001092,NC,RW-7298,road,L,base,1,1899,true,2025-11-10
WEB-101192,2025-11-05,C001105,WA,RW-9304,mtb,S,carbon,1,4899,true,2025-11-13
WEB-101217,2025-11-05,C000360,MN,RW-9324,mtb,M,base,1,2299,true,2025-11-11
WEB-101219,2025-11-05,C001126,OR,RW-9324,mtb,M,base,1,2299,true,2025-11-15
WEB-101226,2025-11-05,C001133,TX,RW-4418,mtb,M,carbon,1,4899,true,2025-11-11
WEB-101230,2025-11-05,C001135,MT,RW-9901,mtb,L,base,1,2299,true,2025-11-09
WEB-101231,2025-11-05,C001136,ID,RW-9901,mtb,L,base,1,2299,true,2025-11-12
WEB-101232,2025-11-05,C000545,CO,RW-9901,mtb,L,base,1,2299,true,2025-11-09
WEB-101112,2025-11-06,C001032,OR,RW-3980,road,S,carbon,1,3999,true,2025-11-15
WEB-101117,2025-11-06,C001036,NM,RW-3980,road,S,carbon,1,3999,true,2025-11-08
WEB-101118,2025-11-06,C001037,PA,RW-3980,road,S,carbon,1,3999,true,2025-11-10
WEB-101126,2025-11-06,C001043,FL,RW-3980,road,S,carbon,1,3999,true,2025-11-11
WEB-101131,2025-11-06,C001047,FL,RW-9835,road,M,base,1,1899,true,2025-11-09
WEB-101143,2025-11-06,C001059,MN,RW-9835,road,M,base,1,1899,true,2025-11-16
WEB-101147,2025-11-06,C001063,GA,RW-9835,road,M,base,1,1899,true,2025-11-13
WEB-101161,2025-11-06,C001076,NC,RW-2984,road,M,carbon,1,3999,true,2025-11-10
WEB-101165,2025-11-06,C001080,NM,RW-2984,road,M,carbon,1,3999,true,2025-11-16
WEB-101183,2025-11-06,C001096,GA,RW-1378,road,L,carbon,1,3999,true,2025-11-08
WEB-101188,2025-11-06,C001101,MN,RW-1378,road,L,carbon,1,3999,true,2025-11-16
WEB-101189,2025-11-06,C001102,NM,RW-1378,road,L,carbon,1,3999,true,2025-11-09
WEB-101196,2025-11-06,C001109,NY,RW-9304,mtb,S,carbon,1,4899,true,2025-11-15
WEB-101200,2025-11-06,C000867,NC,RW-9304,mtb,S,carbon,1,4899,true,2025-11-08
WEB-101202,2025-11-06,C001113,UT,RW-9304,mtb,S,carbon,1,4899,true,2025-11-09
WEB-101207,2025-11-06,C001117,AZ,RW-9324,mtb,M,base,1,2299,true,2025-11-11
WEB-101208,2025-11-06,C001118,NC,RW-9324,mtb,M,base,1,2299,true,2025-11-14
WEB-101211,2025-11-06,C001121,ID,RW-9324,mtb,M,base,1,2299,true,2025-11-09
WEB-101220,2025-11-06,C001127,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-10
WEB-101224,2025-11-06,C001131,VT,RW-4418,mtb,M,carbon,1,4899,true,2025-11-09
WEB-101119,2025-11-07,C001038,ID,RW-3980,road,S,carbon,1,3999,true,2025-11-17
WEB-101123,2025-11-07,C000234,CA,RW-3980,road,S,carbon,1,3999,true,2025-11-13
WEB-101130,2025-11-07,C001046,WA,RW-9835,road,M,base,1,1899,true,2025-11-17
WEB-101132,2025-11-07,C001048,MA,RW-9835,road,M,base,1,1899,true,2025-11-11
WEB-101138,2025-11-07,C001054,MA,RW-9835,road,M,base,1,1899,true,2025-11-12
WEB-101144,2025-11-07,C001060,FL,RW-9835,road,M,base,1,1899,true,2025-11-17
WEB-101157,2025-11-07,C001073,IL,RW-2984,road,M,carbon,1,3999,true,2025-11-12
WEB-101159,2025-11-07,C001075,VT,RW-2984,road,M,carbon,1,3999,true,2025-11-15
WEB-101163,2025-11-07,C001078,IL,RW-2984,road,M,carbon,1,3999,true,2025-11-17
WEB-101170,2025-11-07,C001085,IL,RW-7298,road,L,base,1,1899,true,2025-11-13
WEB-101175,2025-11-07,C001090,PA,RW-7298,road,L,base,1,1899,true,2025-11-13
WEB-101177,2025-11-07,C001091,ID,RW-7298,road,L,base,1,1899,true,2025-11-09
WEB-101180,2025-11-07,C001094,VT,RW-7298,road,L,base,1,1899,true,2025-11-09
WEB-101186,2025-11-07,C001099,ID,RW-1378,road,L,carbon,1,3999,true,2025-11-14
WEB-101198,2025-11-07,C001110,UT,RW-9304,mtb,S,carbon,1,4899,true,2025-11-12
WEB-101199,2025-11-07,C001111,MT,RW-9304,mtb,S,carbon,1,4899,true,2025-11-14
WEB-101215,2025-11-07,C001124,MI,RW-9324,mtb,M,base,1,2299,true,2025-11-16
WEB-101216,2025-11-07,C001125,IL,RW-9324,mtb,M,base,1,2299,true,2025-11-12
WEB-101221,2025-11-07,C001128,GA,RW-9324,mtb,M,base,1,2299,true,2025-11-17
WEB-101227,2025-11-07,C000074,WA,RW-4418,mtb,M,carbon,1,4899,true,2025-11-13
WEB-101233,2025-11-07,C001137,MN,RW-9901,mtb,L,base,1,2299,true,2025-11-13
WEB-101236,2025-11-07,C001140,ID,RW-9901,mtb,L,base,1,2299,true,2025-11-14
WEB-101114,2025-11-08,C000393,NC,RW-3980,road,S,carbon,1,3999,true,2025-11-16
WEB-101120,2025-11-08,C001039,PA,RW-3980,road,S,carbon,1,3999,true,2025-11-16
WEB-101127,2025-11-08,C001044,WA,RW-3980,road,S,carbon,1,3999,true,2025-11-17
WEB-101128,2025-11-08,C001045,ID,RW-3980,road,S,carbon,1,3999,true,2025-11-13
WEB-101134,2025-11-08,C001050,FL,RW-9835,road,M,base,1,1899,true,2025-11-17
WEB-101140,2025-11-08,C001056,MI,RW-9835,road,M,base,1,1899,true,2025-11-13
WEB-101142,2025-11-08,C001058,MN,RW-9835,road,M,base,1,1899,true,2025-11-16
WEB-101150,2025-11-08,C001066,ID,RW-9835,road,M,base,1,1899,true,2025-11-15
WEB-101152,2025-11-08,C001068,UT,RW-9835,road,M,base,1,1899,true,2025-11-15
WEB-101176,2025-11-08,C000586,TX,RW-7298,road,L,base,1,1899,true,2025-11-13
WEB-101181,2025-11-08,C000477,GA,RW-1378,road,L,carbon,1,3999,true,2025-11-18
WEB-101185,2025-11-08,C001098,NY,RW-1378,road,L,carbon,1,3999,true,2025-11-13
WEB-101191,2025-11-08,C001104,FL,RW-9304,mtb,S,carbon,1,4899,true,2025-11-11
WEB-101193,2025-11-08,C001106,MA,RW-9304,mtb,S,carbon,1,4899,true,2025-11-18
WEB-101205,2025-11-08,C001115,ID,RW-9324,mtb,M,base,1,2299,true,2025-11-13
WEB-101209,2025-11-08,C001119,AZ,RW-9324,mtb,M,base,1,2299,true,2025-11-11
WEB-101210,2025-11-08,C001120,VT,RW-9324,mtb,M,base,1,2299,true,2025-11-13
WEB-101212,2025-11-08,C000002,ID,RW-9324,mtb,M,base,1,2299,true,2025-11-11
WEB-101222,2025-11-08,C001129,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-17
WEB-101228,2025-11-08,C001134,UT,RW-4418,mtb,M,carbon,1,4899,true,2025-11-10
WEB-101229,2025-11-08,C001055,CA,RW-9901,mtb,L,base,1,2299,true,2025-11-11
WEB-101234,2025-11-08,C001138,UT,RW-9901,mtb,L,base,1,2299,true,2025-11-15
WEB-101235,2025-11-08,C001139,CA,RW-9901,mtb,L,base,1,2299,true,2025-11-11
WEB-101237,2025-11-08,C001141,MA,RW-9901,mtb,L,base,1,2299,true,2025-11-10
WEB-101113,2025-11-09,C001033,GA,RW-3980,road,S,carbon,1,3999,true,2025-11-12
WEB-101116,2025-11-09,C001035,NM,RW-3980,road,S,carbon,1,3999,true,2025-11-12
WEB-101125,2025-11-09,C000116,MN,RW-3980,road,S,carbon,1,3999,true,2025-11-18
WEB-101137,2025-11-09,C001053,TX,RW-9835,road,M,base,1,1899,true,2025-11-13
WEB-101149,2025-11-09,C001065,TX,RW-9835,road,M,base,1,1899,true,2025-11-17
WEB-101154,2025-11-09,C001070,NM,RW-2984,road,M,carbon,1,3999,true,2025-11-15
WEB-101158,2025-11-09,C001074,NC,RW-2984,road,M,carbon,1,3999,true,2025-11-13
WEB-101160,2025-11-09,C001062,MA,RW-2984,road,M,carbon,1,3999,true,2025-11-14
WEB-101164,2025-11-09,C001079,IL,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101167,2025-11-09,C001082,NM,RW-2984,road,M,carbon,1,3999,true,2025-11-17
WEB-101171,2025-11-09,C001086,UT,RW-7298,road,L,base,1,1899,true,2025-11-16
WEB-101184,2025-11-09,C001097,MT,RW-1378,road,L,carbon,1,3999,true,2025-11-12
WEB-101195,2025-11-09,C001108,AZ,RW-9304,mtb,S,carbon,1,4899,true,2025-11-12
WEB-101201,2025-11-09,C001112,AZ,RW-9304,mtb,S,carbon,1,4899,true,2025-11-13
WEB-101203,2025-11-09,C000987,CA,RW-9304,mtb,S,carbon,1,4899,true,2025-11-14
WEB-101225,2025-11-09,C001132,FL,RW-4418,mtb,M,carbon,1,4899,true,2025-11-15
WEB-101238,2025-11-09,C001142,MA,RW-9901,mtb,L,base,1,2299,true,2025-11-12
WEB-101240,2025-11-09,C001143,NC,RW-6416,mtb,L,carbon,1,4899,true,2025-11-17
WEB-101244,2025-11-10,C001146,GA,RW-3980,road,S,carbon,1,3999,true,2025-11-18
WEB-101246,2025-11-10,C001148,WA,RW-3980,road,S,carbon,1,3999,true,2025-11-18
WEB-101253,2025-11-10,C000362,CO,RW-3980,road,S,carbon,1,3999,true,2025-11-19
WEB-101254,2025-11-10,C001155,MT,RW-3980,road,S,carbon,1,3999,true,2025-11-19
WEB-101258,2025-11-10,C001159,VT,RW-3980,road,S,carbon,1,3999,true,2025-11-20
WEB-101260,2025-11-10,C001161,ID,RW-3980,road,S,carbon,1,3999,true,2025-11-12
WEB-101271,2025-11-10,C001171,CA,RW-9835,road,M,base,1,1899,true,2025-11-12
WEB-101278,2025-11-10,C001177,WA,RW-9835,road,M,base,1,1899,true,2025-11-18
WEB-101296,2025-11-10,C000087,UT,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101299,2025-11-10,C001195,MI,RW-2984,road,M,carbon,1,3999,true,2025-11-20
WEB-101323,2025-11-10,C001025,NM,RW-9304,mtb,S,carbon,1,4899,true,2025-11-16
WEB-101327,2025-11-10,C001220,WA,RW-9304,mtb,S,carbon,1,4899,true,2025-11-17
WEB-101328,2025-11-10,C001221,NC,RW-9304,mtb,S,carbon,1,4899,true,2025-11-16
WEB-101333,2025-11-10,C001226,OR,RW-9304,mtb,S,carbon,1,4899,true,2025-11-15
WEB-101349,2025-11-10,C001240,VT,RW-4418,mtb,M,carbon,1,4899,true,2025-11-19
WEB-101351,2025-11-10,C001242,PA,RW-4418,mtb,M,carbon,1,4899,true,2025-11-18
WEB-101354,2025-11-10,C001245,OR,RW-9901,mtb,L,base,1,2299,true,2025-11-20
WEB-101355,2025-11-10,C001246,OR,RW-9901,mtb,L,base,1,2299,true,2025-11-20
WEB-101356,2025-11-10,C001247,GA,RW-9901,mtb,L,base,1,2299,true,2025-11-16
WEB-101358,2025-11-10,C001249,AZ,RW-9901,mtb,L,base,1,2299,true,2025-11-20
WEB-101255,2025-11-11,C001156,PA,RW-3980,road,S,carbon,1,3999,true,2025-11-14
WEB-101257,2025-11-11,C001158,NM,RW-3980,road,S,carbon,1,3999,true,2025-11-16
WEB-101264,2025-11-11,C001165,UT,RW-9835,road,M,base,1,1899,true,2025-11-19
WEB-101269,2025-11-11,C000137,WA,RW-9835,road,M,base,1,1899,true,2025-11-18
WEB-101279,2025-11-11,C001178,GA,RW-9835,road,M,base,1,1899,true,2025-11-21
WEB-101308,2025-11-11,C001204,AZ,RW-7298,road,L,base,1,1899,true,2025-11-13
WEB-101320,2025-11-11,C001216,CO,RW-1378,road,L,carbon,1,3999,true,2025-11-14
WEB-101330,2025-11-11,C001223,VT,RW-9304,mtb,S,carbon,1,4899,true,2025-11-18
WEB-101341,2025-11-11,C001233,MT,RW-9324,mtb,M,base,1,2299,true,2025-11-18
WEB-101245,2025-11-12,C001147,MI,RW-3980,road,S,carbon,1,3999,true,2025-11-21
WEB-101262,2025-11-12,C001163,PA,RW-3980,road,S,carbon,1,3999,true,2025-11-14
WEB-101265,2025-11-12,C001166,ID,RW-9835,road,M,base,1,1899,true,2025-11-15
WEB-101268,2025-11-12,C001169,ID,RW-9835,road,M,base,1,1899,true,2025-11-20
WEB-101285,2025-11-12,C001184,CO,RW-2984,road,M,carbon,1,3999,true,2025-11-16
WEB-101286,2025-11-12,C000146,OR,RW-2984,road,M,carbon,1,3999,true,2025-11-16
WEB-101292,2025-11-12,C001190,ID,RW-2984,road,M,carbon,1,3999,true,2025-11-17
WEB-101294,2025-11-12,C001192,CO,RW-2984,road,M,carbon,1,3999,true,2025-11-22
WEB-101309,2025-11-12,C001205,OR,RW-7298,road,L,base,1,1899,true,2025-11-18
WEB-101310,2025-11-12,C001206,NC,RW-7298,road,L,base,1,1899,true,2025-11-17
WEB-101312,2025-11-12,C001208,MN,RW-7298,road,L,base,1,1899,true,2025-11-20
WEB-101326,2025-11-12,C001219,VT,RW-9304,mtb,S,carbon,1,4899,true,2025-11-17
WEB-101329,2025-11-12,C001222,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-11-21
WEB-101339,2025-11-12,C001231,TX,RW-9324,mtb,M,base,1,2299,true,2025-11-21
WEB-101340,2025-11-12,C001232,FL,RW-9324,mtb,M,base,1,2299,true,2025-11-22
WEB-101343,2025-11-12,C001235,PA,RW-9324,mtb,M,base,1,2299,true,2025-11-19
WEB-101348,2025-11-12,C001239,NY,RW-4418,mtb,M,carbon,1,4899,true,2025-11-19
WEB-101350,2025-11-12,C001241,VT,RW-4418,mtb,M,carbon,1,4899,true,2025-11-16
WEB-101361,2025-11-12,C001252,IL,RW-9901,mtb,L,base,1,2299,true,2025-11-21
WEB-101362,2025-11-12,C001253,CO,RW-9901,mtb,L,base,1,2299,true,2025-11-22
WEB-101363,2025-11-12,C001254,UT,RW-9901,mtb,L,base,1,2299,true,2025-11-14
WEB-101266,2025-11-13,C001167,TX,RW-9835,road,M,base,1,1899,true,2025-11-18
WEB-101283,2025-11-13,C001182,NM,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101289,2025-11-13,C001187,CA,RW-2984,road,M,carbon,1,3999,true,2025-11-22
WEB-101300,2025-11-13,C001196,MA,RW-2984,road,M,carbon,1,3999,true,2025-11-17
WEB-101306,2025-11-13,C001202,MT,RW-7298,road,L,base,1,1899,true,2025-11-22
WEB-101307,2025-11-13,C001203,PA,RW-7298,road,L,base,1,1899,true,2025-11-15
WEB-101313,2025-11-13,C001209,VT,RW-7298,road,L,base,1,1899,true,2025-11-19
WEB-101316,2025-11-13,C001212,TX,RW-1378,road,L,carbon,1,3999,true,2025-11-19
WEB-101317,2025-11-13,C001213,NC,RW-1378,road,L,carbon,1,3999,true,2025-11-23
WEB-101318,2025-11-13,C001214,CO,RW-1378,road,L,carbon,1,3999,true,2025-11-15
WEB-101322,2025-11-13,C001217,MI,RW-1378,road,L,carbon,1,3999,true,2025-11-15
WEB-101324,2025-11-13,C001218,MI,RW-9304,mtb,S,carbon,1,4899,true,2025-11-20
WEB-101325,2025-11-13,C000684,MN,RW-9304,mtb,S,carbon,1,4899,true,2025-11-19
WEB-101336,2025-11-13,C000536,GA,RW-9324,mtb,M,base,1,2299,true,2025-11-19
WEB-101345,2025-11-13,C000674,WA,RW-4418,mtb,M,carbon,1,4899,true,2025-11-20
WEB-101346,2025-11-13,C001237,NM,RW-4418,mtb,M,carbon,1,4899,true,2025-11-18
WEB-101364,2025-11-13,C001255,OR,RW-6416,mtb,L,carbon,1,4899,true,2025-11-21
WEB-101368,2025-11-13,C001259,TX,RW-6416,mtb,L,carbon,1,4899,true,2025-11-23
WEB-101247,2025-11-14,C001149,NM,RW-3980,road,S,carbon,1,3999,true,2025-11-20
WEB-101249,2025-11-14,C001151,FL,RW-3980,road,S,carbon,1,3999,true,2025-11-20
WEB-101256,2025-11-14,C001157,MA,RW-3980,road,S,carbon,1,3999,true,2025-11-22
WEB-101261,2025-11-14,C001162,PA,RW-3980,road,S,carbon,1,3999,true,2025-11-21
WEB-101263,2025-11-14,C001164,AZ,RW-3980,road,S,carbon,1,3999,true,2025-11-20
WEB-101272,2025-11-14,C001172,UT,RW-9835,road,M,base,1,1899,true,2025-11-18
WEB-101273,2025-11-14,C000279,MI,RW-9835,road,M,base,1,1899,true,2025-11-22
WEB-101276,2025-11-14,C001175,MA,RW-9835,road,M,base,1,1899,true,2025-11-18
WEB-101277,2025-11-14,C001176,FL,RW-9835,road,M,base,1,1899,true,2025-11-21
WEB-101280,2025-11-14,C001179,MT,RW-9835,road,M,base,1,1899,true,2025-11-22
WEB-101282,2025-11-14,C001181,MA,RW-2984,road,M,carbon,1,3999,true,2025-11-16
WEB-101284,2025-11-14,C001183,NY,RW-2984,road,M,carbon,1,3999,true,2025-11-24
WEB-101290,2025-11-14,C001188,MN,RW-2984,road,M,carbon,1,3999,true,2025-11-23
WEB-101291,2025-11-14,C001189,NC,RW-2984,road,M,carbon,1,3999,true,2025-11-22
WEB-101298,2025-11-14,C001194,OR,RW-2984,road,M,carbon,1,3999,true,2025-11-24
WEB-101302,2025-11-14,C001198,OR,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101311,2025-11-14,C001207,MI,RW-7298,road,L,base,1,1899,true,2025-11-23
WEB-101335,2025-11-14,C001228,NY,RW-9324,mtb,M,base,1,2299,true,2025-11-23
WEB-101342,2025-11-14,C001234,NM,RW-9324,mtb,M,base,1,2299,true,2025-11-19
WEB-101347,2025-11-14,C001238,NM,RW-4418,mtb,M,carbon,1,4899,true,2025-11-21
WEB-101251,2025-11-15,C001153,CA,RW-3980,road,S,carbon,1,3999,true,2025-11-23
WEB-101281,2025-11-15,C001180,UT,RW-9835,road,M,base,1,1899,true,2025-11-19
WEB-101293,2025-11-15,C001191,FL,RW-2984,road,M,carbon,1,3999,true,2025-11-19
WEB-101303,2025-11-15,C001199,VT,RW-2984,road,M,carbon,1,3999,true,2025-11-19
WEB-101305,2025-11-15,C001201,ID,RW-7298,road,L,base,1,1899,true,2025-11-19
WEB-101314,2025-11-15,C001210,MN,RW-7298,road,L,base,1,1899,true,2025-11-18
WEB-101315,2025-11-15,C001211,AZ,RW-1378,road,L,carbon,1,3999,true,2025-11-23
WEB-101319,2025-11-15,C001215,FL,RW-1378,road,L,carbon,1,3999,true,2025-11-24
WEB-101332,2025-11-15,C001225,NC,RW-9304,mtb,S,carbon,1,4899,true,2025-11-21
WEB-101334,2025-11-15,C001227,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-23
WEB-101337,2025-11-15,C001229,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-22
WEB-101338,2025-11-15,C001230,TX,RW-9324,mtb,M,base,1,2299,true,2025-11-22
WEB-101360,2025-11-15,C001251,IL,RW-9901,mtb,L,base,1,2299,true,2025-11-20
WEB-101365,2025-11-15,C001256,ID,RW-6416,mtb,L,carbon,1,4899,true,2025-11-24
WEB-101367,2025-11-15,C001258,CO,RW-6416,mtb,L,carbon,1,4899,true,2025-11-20
WEB-101248,2025-11-16,C001150,NY,RW-3980,road,S,carbon,1,3999,true,2025-11-22
WEB-101250,2025-11-16,C001152,MA,RW-3980,road,S,carbon,1,3999,true,2025-11-25
WEB-101252,2025-11-16,C001154,NC,RW-3980,road,S,carbon,1,3999,true,2025-11-20
WEB-101259,2025-11-16,C001160,AZ,RW-3980,road,S,carbon,1,3999,true,2025-11-26
WEB-101267,2025-11-16,C001168,IL,RW-9835,road,M,base,1,1899,true,2025-11-20
WEB-101270,2025-11-16,C001170,GA,RW-9835,road,M,base,1,1899,true,2025-11-26
WEB-101274,2025-11-16,C001173,PA,RW-9835,road,M,base,1,1899,true,2025-11-24
WEB-101275,2025-11-16,C001174,WA,RW-9835,road,M,base,1,1899,true,2025-11-20
WEB-101287,2025-11-16,C001185,ID,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101288,2025-11-16,C001186,CA,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101295,2025-11-16,C000732,FL,RW-2984,road,M,carbon,1,3999,true,2025-11-26
WEB-101297,2025-11-16,C001193,CA,RW-2984,road,M,carbon,1,3999,true,2025-11-21
WEB-101301,2025-11-16,C001197,PA,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101304,2025-11-16,C001200,ID,RW-2984,road,M,carbon,1,3999,true,2025-11-18
WEB-101321,2025-11-16,C000574,TX,RW-1378,road,L,carbon,1,3999,true,2025-11-18
WEB-101331,2025-11-16,C001224,MA,RW-9304,mtb,S,carbon,1,4899,true,2025-11-23
WEB-101344,2025-11-16,C001236,WA,RW-4418,mtb,M,carbon,1,4899,true,2025-11-23
WEB-101352,2025-11-16,C001243,GA,RW-9901,mtb,L,base,1,2299,true,2025-11-23
WEB-101353,2025-11-16,C001244,NY,RW-9901,mtb,L,base,1,2299,true,2025-11-24
WEB-101357,2025-11-16,C001248,NM,RW-9901,mtb,L,base,1,2299,true,2025-11-22
WEB-101359,2025-11-16,C001250,FL,RW-9901,mtb,L,base,1,2299,true,2025-11-22
WEB-101366,2025-11-16,C001257,UT,RW-6416,mtb,L,carbon,1,4899,true,2025-11-26
WEB-101381,2025-11-17,C001272,CA,RW-3980,road,S,carbon,1,3999,true,2025-11-19
WEB-101386,2025-11-17,C001276,NC,RW-9835,road,M,base,1,1899,true,2025-11-25
WEB-101398,2025-11-17,C001287,MT,RW-9835,road,M,base,1,1899,true,2025-11-24
WEB-101400,2025-11-17,C001289,OR,RW-9835,road,M,base,1,1899,true,2025-11-21
WEB-101439,2025-11-17,C001324,NC,RW-9304,mtb,S,carbon,1,4899,true,2025-11-25
WEB-101440,2025-11-17,C001325,GA,RW-9304,mtb,S,carbon,1,4899,true,2025-11-19
WEB-101441,2025-11-17,C001326,UT,RW-9304,mtb,S,carbon,1,4899,true,2025-11-19
WEB-101453,2025-11-17,C001338,ID,RW-9324,mtb,M,base,1,2299,true,2025-11-25
WEB-101461,2025-11-17,C001346,CO,RW-9324,mtb,M,base,1,2299,true,2025-11-22
WEB-101471,2025-11-17,C001355,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-22
WEB-101481,2025-11-17,C001365,NM,RW-4418,mtb,M,carbon,1,4899,true,2025-11-20
WEB-101488,2025-11-17,C001372,NY,RW-9901,mtb,L,base,1,2299,true,2025-11-23
WEB-101492,2025-11-17,C001375,MT,RW-9901,mtb,L,base,1,2299,true,2025-11-22
WEB-101495,2025-11-17,C001378,MN,RW-9901,mtb,L,base,1,2299,true,2025-11-25
WEB-101497,2025-11-17,C001380,FL,RW-9901,mtb,L,base,1,2299,true,2025-11-25
WEB-101499,2025-11-17,C001382,IL,RW-6416,mtb,L,carbon,1,4899,true,2025-11-27
WEB-101503,2025-11-17,C001385,NC,RW-6416,mtb,L,carbon,1,4899,true,2025-11-24
WEB-101505,2025-11-17,C001387,IL,RW-6416,mtb,L,carbon,1,4899,true,2025-11-20
WEB-101370,2025-11-18,C001261,GA,RW-3980,road,S,carbon,1,3999,true,2025-11-28
WEB-101375,2025-11-18,C001266,UT,RW-3980,road,S,carbon,1,3999,true,2025-11-26
WEB-101383,2025-11-18,C001274,OR,RW-3980,road,S,carbon,1,3999,true,2025-11-25
WEB-101385,2025-11-18,C001209,NC,RW-9835,road,M,base,1,1899,true,2025-11-24
WEB-101392,2025-11-18,C001282,ID,RW-9835,road,M,base,1,1899,true,2025-11-23
WEB-101394,2025-11-18,C001284,FL,RW-9835,road,M,base,1,1899,true,2025-11-26
WEB-101404,2025-11-18,C001293,TX,RW-2984,road,M,carbon,1,3999,true,2025-11-25
WEB-101411,2025-11-18,C001106,CO,RW-2984,road,M,carbon,1,3999,true,2025-11-20
WEB-101414,2025-11-18,C001302,FL,RW-2984,road,M,carbon,1,3999,true,2025-11-28
WEB-101417,2025-11-18,C001305,NC,RW-7298,road,L,base,1,1899,true,2025-11-23
WEB-101422,2025-11-18,C001310,CO,RW-7298,road,L,base,1,1899,true,2025-11-22
WEB-101425,2025-11-18,C000108,GA,RW-7298,road,L,base,1,1899,true,2025-11-27
WEB-101433,2025-11-18,C001319,MT,RW-1378,road,L,carbon,1,3999,true,2025-11-23
WEB-101438,2025-11-18,C001323,MI,RW-9304,mtb,S,carbon,1,4899,true,2025-11-23
WEB-101442,2025-11-18,C001327,NC,RW-9304,mtb,S,carbon,1,4899,true,2025-11-27
WEB-101452,2025-11-18,C001337,NC,RW-9324,mtb,M,base,1,2299,true,2025-11-28
WEB-101458,2025-11-18,C001343,CA,RW-9324,mtb,M,base,1,2299,true,2025-11-25
WEB-101464,2025-11-18,C001349,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-24
WEB-101466,2025-11-18,C001351,WA,RW-9324,mtb,M,base,1,2299,true,2025-11-26
WEB-101467,2025-11-18,C000600,CA,RW-9324,mtb,M,base,1,2299,true,2025-11-21
WEB-101468,2025-11-18,C001352,VT,RW-9324,mtb,M,base,1,2299,true,2025-11-28
WEB-101486,2025-11-18,C001370,IL,RW-4418,mtb,M,carbon,1,4899,true,2025-11-21
WEB-101493,2025-11-18,C001376,MT,RW-9901,mtb,L,base,1,2299,true,2025-11-26
WEB-101496,2025-11-18,C001379,AZ,RW-9901,mtb,L,base,1,2299,true,2025-11-24
WEB-101498,2025-11-18,C001381,ID,RW-6416,mtb,L,carbon,1,4899,true,2025-11-27
WEB-101502,2025-11-18,C001384,OR,RW-6416,mtb,L,carbon,1,4899,true,2025-11-28
WEB-101369,2025-11-19,C001260,UT,RW-3980,road,S,carbon,1,3999,true,2025-11-25
WEB-101378,2025-11-19,C001269,CO,RW-3980,road,S,carbon,1,3999,true,2025-11-24
WEB-101393,2025-11-19,C001283,UT,RW-9835,road,M,base,1,1899,true,2025-11-26
WEB-101399,2025-11-19,C001288,UT,RW-9835,road,M,base,1,1899,true,2025-11-22
WEB-101407,2025-11-19,C001296,PA,RW-2984,road,M,carbon,1,3999,true,2025-11-29
WEB-101413,2025-11-19,C001301,CA,RW-2984,road,M,carbon,1,3999,true,2025-11-24
WEB-101436,2025-11-19,C001321,ID,RW-9304,mtb,S,carbon,1,4899,true,2025-11-21
WEB-101454,2025-11-19,C001339,IL,RW-9324,mtb,M,base,1,2299,true,2025-11-29
WEB-101455,2025-11-19,C001340,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-29
WEB-101456,2025-11-19,C001341,MA,RW-9324,mtb,M,base,1,2299,true,2025-11-29
WEB-101477,2025-11-19,C001361,MT,RW-4418,mtb,M,carbon,1,4899,true,2025-11-21
WEB-101479,2025-11-19,C001363,NY,RW-4418,mtb,M,carbon,1,4899,true,2025-11-26
WEB-101489,2025-11-19,C001373,CO,RW-9901,mtb,L,base,1,2299,true,2025-11-26
WEB-101500,2025-11-19,C000774,MI,RW-6416,mtb,L,carbon,1,4899,true,2025-11-27
WEB-101504,2025-11-19,C001386,TX,RW-6416,mtb,L,carbon,1,4899,true,2025-11-26
WEB-101507,2025-11-19,C001389,GA,RW-6416,mtb,L,carbon,1,4899,true,2025-11-22
WEB-101374,2025-11-20,C001265,NM,RW-3980,road,S,carbon,1,3999,true,2025-11-27
WEB-101391,2025-11-20,C001281,FL,RW-9835,road,M,base,1,1899,true,2025-11-29
WEB-101395,2025-11-20,C000473,MA,RW-9835,road,M,base,1,1899,true,2025-11-28
WEB-101396,2025-11-20,C001285,FL,RW-9835,road,M,base,1,1899,true,2025-11-25
WEB-101397,2025-11-20,C001286,MN,RW-9835,road,M,base,1,1899,true,2025-11-22
WEB-101403,2025-11-20,C001292,NM,RW-9835,road,M,base,1,1899,true,2025-11-26
WEB-101405,2025-11-20,C001294,UT,RW-2984,road,M,carbon,1,3999,true,2025-11-22
