week_start,sku,forecast_units
2028-06-19,RW-9835,14
2028-06-19,RW-2984,10
2028-06-19,RW-7298,8
2028-06-19,RW-1378,6
2028-06-19,RW-9304,17
2028-06-19,RW-9324,6
2028-06-19,RW-4418,25
2028-06-19,RW-9901,25
2028-06-19,RW-6416,15
2028-06-26,RW-3980,6
2028-06-26,RW-9835,14
2028-06-26,RW-2984,10
2028-06-26,RW-7298,8
2028-06-26,RW-1378,6
2028-06-26,RW-9304,17
2028-06-26,RW-9324,6
2028-06-26,RW-4418,25
2028-06-26,RW-9901,25
2028-06-26,RW-6416,15
2028-07-03,RW-3980,6
2028-07-03,RW-9835,13
2028-07-03,RW-2984,10
2028-07-03,RW-7298,8
2028-07-03,RW-1378,6
2028-07-03,RW-9304,17
2028-07-03,RW-9324,6
2028-07-03,RW-4418,25
2028-07-03,RW-9901,25
2028-07-03,RW-6416,15
2028-07-10,RW-3980,6
2028-07-10,RW-9835,13
2028-07-10,RW-2984,10
2028-07-10,RW-7298,8
2028-07-10,RW-1378,6
2028-07-10,RW-9304,17
2028-07-10,RW-9324,6
2028-07-10,RW-4418,25
2028-07-10,RW-9901,25
2028-07-10,RW-6416,15
2028-07-17,RW-3980,6
2028-07-17,RW-9835,13
2028-07-17,RW-2984,10
2028-07-17,RW-7298,8
2028-07-17,RW-1378,6
2028-07-17,RW-9304,17
2028-07-17,RW-9324,6
2028-07-17,RW-4418,26
2028-07-17,RW-9901,25
2028-07-17,RW-6416,15
2028-07-24,RW-3980,6
2028-07-24,RW-9835,13
2028-07-24,RW-2984,10
2028-07-24,RW-7298,8
2028-07-24,RW-1378,6
2028-07-24,RW-9304,18
2028-07-24,RW-9324,6
2028-07-24,RW-4418,26
2028-07-24,RW-9901,25
2028-07-24,RW-6416,15
2028-07-31,RW-3980,6
2028-07-31,RW-9835,13
2028-07-31,RW-2984,10
2028-07-31,RW-7298,8
2028-07-31,RW-1378,6
2028-07-31,RW-9304,18
2028-07-31,RW-9324,6
2028-07-31,RW-4418,26
2028-07-31,RW-9901,25
2028-07-31,RW-6416,16
2028-08-07,RW-3980,6
2028-08-07,RW-9835,13
2028-08-07,RW-2984,10
2028-08-07,RW-7298,8
2028-08-07,RW-1378,6
2028-08-07,RW-9304,18
2028-08-07,RW-9324,6
2028-08-07,RW-4418,26
2028-08-07,RW-9901,25
2028-08-07,RW-6416,16
2028-08-14,RW-3980,6
2028-08-14,RW-9835,13
2028-08-14,RW-2984,10
2028-08-14,RW-7298,8
2028-08-14,RW-1378,6
2028-08-14,RW-9304,18
2028-08-14,RW-9324,6
2028-08-14,RW-4418,26
2028-08-14,RW-9901,25
2028-08-14,RW-6416,16
2028-08-21,RW-3980,6
2028-08-21,RW-9835,13
2028-08-21,RW-2984,10
2028-08-21,RW-7298,8
2028-08-21,RW-1378,6
2028-08-21,RW-9304,18
2028-08-21,RW-9324,6
2028-08-21,RW-4418,27
2028-08-21,RW-9901,25
2028-08-21,RW-6416,16
2028-08-28,RW-3980,6
2028-08-28,RW-9835,13
2028-08-28,RW-2984,10
2028-08-28,RW-7298,8
2028-08-28,RW-1378,6
2028-08-28,RW-9304,18
2028-08-28,RW-9324,6
2028-08-28,RW-4418,27
2028-08-28,RW-9901,25
2028-08-28,RW-6416,16
2028-09-04,RW-3980,4
2028-09-04,RW-9835,8
2028-09-04,RW-2984,6
2028-09-04,RW-7298,5
2028-09-04,RW-1378,3
2028-09-04,RW-9304,11
2028-09-04,RW-9324,4
2028-09-04,RW-4418,16
2028-09-04,RW-9901,15
2028-09-04,RW-6416,10
2028-09-11,RW-3980,4
2028-09-11,RW-9835,8
2028-09-11,RW-2984,6
2028-09-11,RW-7298,5
2028-09-11,RW-1378,3
2028-09-11,RW-9304,11
2028-09-11,RW-9324,4
2028-09-11,RW-4418,16
2028-09-11,RW-9901,15
2028-09-11,RW-6416,10
2028-09-18,RW-3980,4
2028-09-18,RW-9835,7
2028-09-18,RW-2984,6
2028-09-18,RW-7298,4
2028-09-18,RW-1378,3
2028-09-18,RW-9304,11
2028-09-18,RW-9324,4
2028-09-18,RW-4418,17
2028-09-18,RW-9901,15
2028-09-18,RW-6416,10
2028-09-25,RW-3980,4
2028-09-25,RW-9835,7
2028-09-25,RW-2984,6
2028-09-25,RW-7298,4
2028-09-25,RW-1378,3
2028-09-25,RW-9304,11
2028-09-25,RW-9324,4
2028-09-25,RW-4418,17
2028-09-25,RW-9901,15
2028-09-25,RW-6416,10
2028-10-02,RW-3980,4
2028-10-02,RW-9835,7
2028-10-02,RW-2984,6
2028-10-02,RW-7298,4
2028-10-02,RW-1378,3
2028-10-02,RW-9304,11
2028-10-02,RW-9324,4
2028-10-02,RW-4418,17
2028-10-02,RW-9901,15
2028-10-02,RW-6416,10
2028-10-09,RW-3980,4
2028-10-09,RW-9835,7
2028-10-09,RW-2984,6
2028-10-09,RW-7298,4
2028-10-09,RW-1378,3
2028-10-09,RW-9304,11
2028-10-09,RW-9324,4
2028-10-09,RW-4418,17
2028-10-09,RW-9901,15
2028-10-09,RW-6416,10
2028-10-16,RW-3980,4
2028-10-16,RW-9835,7
2028-10-16,RW-2984,6
2028-10-16,RW-7298,4
2028-10-16,RW-1378,3
2028-10-16,RW-9304,11
2028-10-16,RW-9324,4
2028-10-16,RW-4418,17
2028-10-16,RW-9901,15
2028-10-16,RW-6416,10
2028-10-23,RW-3980,4
2028-10-23,RW-9835,7
2028-10-23,RW-2984,6
2028-10-23,RW-7298,4
2028-10-23,RW-1378,3
2028-10-23,RW-9304,11
2028-10-23,RW-9324,4
2028-10-23,RW-4418,17
2028-10-23,RW-9901,15
2028-10-23,RW-6416,10
2028-10-30,RW-3980,4
2028-10-30,RW-9835,7
2028-10-30,RW-2984,6
2028-10-30,RW-7298,4
2028-10-30,RW-1378,3
2028-10-30,RW-9304,11
2028-10-30,RW-9324,4
2028-10-30,RW-4418,18
2028-10-30,RW-9901,15
2028-10-30,RW-6416,11
2028-11-06,RW-3980,4
2028-11-06,RW-9835,7
2028-11-06,RW-2984,6
2028-11-06,RW-7298,4
2028-11-06,RW-1378,3
2028-11-06,RW-9304,11
2028-11-06,RW-9324,4
2028-11-06,RW-4418,18
2028-11-06,RW-9901,15
2028-11-06,RW-6416,11
2028-11-13,RW-3980,4
2028-11-13,RW-9835,7
2028-11-13,RW-2984,6
2028-11-13,RW-7298,4
2028-11-13,RW-1378,3
2028-11-13,RW-9304,12
2028-11-13,RW-9324,4
2028-11-13,RW-4418,18
2028-11-13,RW-9901,15
2028-11-13,RW-6416,11
2028-11-20,RW-3980,4
2028-11-20,RW-9835,7
2028-11-20,RW-2984,6
2028-11-20,RW-7298,4
2028-11-20,RW-1378,3
2028-11-20,RW-9304,12
2028-11-20,RW-9324,4
2028-11-20,RW-4418,18
2028-11-20,RW-9901,15
2028-11-20,RW-6416,11
2028-11-27,RW-3980,3
2028-11-27,RW-9835,7
2028-11-27,RW-2984,6
2028-11-27,RW-7298,4
2028-11-27,RW-1378,3
2028-11-27,RW-9304,12
2028-11-27,RW-9324,4
2028-11-27,RW-4418,18
2028-11-27,RW-9901,15
2028-11-27,RW-6416,11
2028-12-04,RW-3980,4
2028-12-04,RW-9835,9
2028-12-04,RW-2984,7
2028-12-04,RW-7298,5
2028-12-04,RW-1378,4
2028-12-04,RW-9304,15
2028-12-04,RW-9324,5
2028-12-04,RW-4418,23
2028-12-04,RW-9901,19
2028-12-04,RW-6416,14
2028-12-11,RW-3980,4
2028-12-11,RW-9835,9
2028-12-11,RW-2984,7
2028-12-11,RW-7298,5
2028-12-11,RW-1378,4
2028-12-11,RW-9304,15
2028-12-11,RW-9324,5
2028-12-11,RW-4418,23
2028-12-11,RW-9901,19
2028-12-11,RW-6416,14
2028-12-18,RW-3980,4
2028-12-18,RW-9835,9
2028-12-18,RW-2984,7
2028-12-18,RW-7298,5
2028-12-18,RW-1378,4
2028-12-18,RW-9304,15
2028-12-18,RW-9324,5
2028-12-18,RW-4418,23
2028-12-18,RW-9901,19
2028-12-18,RW-6416,14
2028-12-25,RW-3980,4
2028-12-25,RW-9835,8
2028-12-25,RW-2984,7
2028-12-25,RW-7298,5
2028-12-25,RW-1378,4
2028-12-25,RW-9304,15
2028-12-25,RW-9324,5
2028-12-25,RW-4418,23
2028-12-25,RW-9901,19
2028-12-25,RW-6416,14
2029-01-01,RW-3980,4
2029-01-01,RW-9835,8
2029-01-01,RW-2984,7
2029-01-01,RW-7298,5
2029-01-01,RW-1378,4
2029-01-01,RW-9304,15
2029-01-01,RW-9324,5
2029-01-01,RW-4418,24
2029-01-01,RW-9901,19
2029-01-01,RW-6416,14
2029-01-08,RW-3980,4
2029-01-08,RW-9835,8
2029-01-08,RW-2984,7
2029-01-08,RW-7298,5
2029-01-08,RW-1378,4
2029-01-08,RW-9304,15
2029-01-08,RW-9324,5
2029-01-08,RW-4418,24
2029-01-08,RW-9901,19
2029-01-08,RW-6416,14
2029-01-15,RW-3980,4
2029-01-15,RW-9835,8
2029-01-15,RW-2984,7
2029-01-15,RW-7298,5
2029-01-15,RW-1378,4
2029-01-15,RW-9304,15
2029-01-15,RW-9324,5
2029-01-15,RW-4418,24
2029-01-15,RW-9901,19
2029-01-15,RW-6416,14
2029-01-22,RW-3980,4
2029-01-22,RW-9835,8
2029-01-22,RW-2984,7
2029-01-22,RW-7298,5
2029-01-22,RW-1378,4
2029-01-22,RW-9304,15
2029-01-22,RW-9324,5
2029-01-22,RW-4418,24
2029-01-22,RW-9901,19
2029-01-22,RW-6416,15
2029-01-29,RW-3980,4
2029-01-29,RW-9835,8
2029-01-29,RW-2984,7
2029-01-29,RW-7298,5
2029-01-29,RW-1378,4
2029-01-29,RW-9304,15
2029-01-29,RW-9324,5
2029-01-29,RW-4418,25
2029-01-29,RW-9901,19
2029-01-29,RW-6416,15
2029-02-05,RW-3980,4
2029-02-05,RW-9835,8
2029-02-05,RW-2984,7
2029-02-05,RW-7298,5
2029-02-05,RW-1378,4
2029-02-05,RW-9304,15
2029-02-05,RW-9324,5
2029-02-05,RW-4418,25
2029-02-05,RW-9901,19
2029-02-05,RW-6416,15
2029-02-12,RW-3980,4
2029-02-12,RW-9835,8
2029-02-12,RW-2984,7
2029-02-12,RW-7298,5
2029-02-12,RW-1378,4
2029-02-12,RW-9304,16
2029-02-12,RW-9324,5
2029-02-12,RW-4418,25
2029-02-12,RW-9901,19
2029-02-12,RW-6416,15
2029-02-19,RW-3980,4
2029-02-19,RW-9835,8
2029-02-19,RW-2984,7
2029-02-19,RW-7298,5
2029-02-19,RW-1378,4
2029-02-19,RW-9304,16
2029-02-19,RW-9324,5
2029-02-19,RW-4418,25
2029-02-19,RW-9901,19
2029-02-19,RW-6416,15
2029-02-26,RW-3980,4
2029-02-26,RW-9835,8
2029-02-26,RW-2984,7
2029-02-26,RW-7298,5
2029-02-26,RW-1378,4
2029-02-26,RW-9304,16
2029-02-26,RW-9324,5
2029-02-26,RW-4418,25
2029-02-26,RW-9901,19
2029-02-26,RW-6416,15
2029-03-05,RW-3980,7
2029-03-05,RW-9835,13
2029-03-05,RW-2984,11
2029-03-05,RW-7298,8
2029-03-05,RW-1378,7
2029-03-05,RW-9304,25
2029-03-05,RW-9324,8
2029-03-05,RW-4418,41
2029-03-05,RW-9901,31
2029-03-05,RW-6416,25
2029-03-12,RW-3980,7
2029-03-12,RW-9835,13
2029-03-12,RW-2984,11
2029-03-12,RW-7298,8
2029-03-12,RW-1378,7
2029-03-12,RW-9304,25
2029-03-12,RW-9324,8
2029-03-12,RW-4418,41
2029-03-12,RW-9901,31
2029-03-12,RW-6416,25
2029-03-19,RW-3980,7
2029-03-19,RW-9835,12
2029-03-19,RW-2984,11
2029-03-19,RW-7298,7
2029-03-19,RW-1378,7
2029-03-19,RW-9304,26
2029-03-19,RW-9324,8
2029-03-19,RW-4418,42
2029-03-19,RW-9901,31
2029-03-19,RW-6416,25
2029-03-26,RW-3980,7
2029-03-26,RW-9835,12
2029-03-26,RW-2984,11
2029-03-26,RW-7298,7
2029-03-26,RW-1378,7
2029-03-26,RW-9304,26
2029-03-26,RW-9324,8
2029-03-26,RW-4418,42
2029-03-26,RW-9901,31
2029-03-26,RW-6416,25
2029-04-02,RW-3980,7
2029-04-02,RW-9835,12
2029-04-02,RW-2984,11
2029-04-02,RW-7298,7
2029-04-02,RW-1378,7
2029-04-02,RW-9304,26
2029-04-02,RW-9324,8
2029-04-02,RW-4418,42
2029-04-02,RW-9901,31
2029-04-02,RW-6416,25
2029-04-09,RW-3980,7
2029-04-09,RW-9835,12
2029-04-09,RW-2984,11
2029-04-09,RW-7298,7
2029-04-09,RW-1378,7
2029-04-09,RW-9304,26
2029-04-09,RW-9324,8
2029-04-09,RW-4418,43
2029-04-09,RW-9901,31
2029-04-09,RW-6416,26
2029-04-16,RW-3980,7
2029-04-16,RW-9835,12
2029-04-16,RW-2984,11
2029-04-16,RW-7298,7
2029-04-16,RW-1378,7
2029-04-16,RW-9304,26
2029-04-16,RW-9324,8
2029-04-16,RW-4418,43
2029-04-16,RW-9901,31
2029-04-16,RW-6416,26
2029-04-23,RW-3980,7
2029-04-23,RW-9835,12
2029-04-23,RW-2984,11
2029-04-23,RW-7298,7
2029-04-23,RW-1378,7
2029-04-23,RW-9304,26
2029-04-23,RW-9324,8
2029-04-23,RW-4418,44
2029-04-23,RW-9901,31
2029-04-23,RW-6416,26
2029-04-30,RW-3980,7
2029-04-30,RW-9835,12
2029-04-30,RW-2984,11
2029-04-30,RW-7298,7
2029-04-30,RW-1378,7
2029-04-30,RW-9304,26
2029-04-30,RW-9324,8
2029-04-30,RW-4418,44
2029-04-30,RW-9901,31
2029-04-30,RW-6416,26
2029-05-07,RW-3980,7
2029-05-07,RW-9835,12
2029-05-07,RW-2984,11
2029-05-07,RW-7298,7
2029-05-07,RW-1378,7
2029-05-07,RW-9304,27
2029-05-07,RW-9324,8
2029-05-07,RW-4418,44
2029-05-07,RW-9901,31
2029-05-07,RW-6416,27
2029-05-14,RW-3980,7
2029-05-14,RW-9835,12
2029-05-14,RW-2984,11
2029-05-14,RW-7298,7
2029-05-14,RW-1378,7
2029-05-14,RW-9304,27
2029-05-14,RW-9324,8
2029-05-14,RW-4418,45
2029-05-14,RW-9901,31
2029-05-14,RW-6416,27
2029-05-21,RW-3980,7
2029-05-21,RW-9835,12
2029-05-21,RW-2984,11
2029-05-21,RW-7298,7
2029-05-21,RW-1378,7
2029-05-21,RW-9304,27
2029-05-21,RW-9324,8
2029-05-21,RW-4418,45
2029-05-21,RW-9901,31
2029-05-21,RW-6416,27
2029-05-28,RW-3980,7
2029-05-28,RW-9835,12
2029-05-28,RW-2984,11
2029-05-28,RW-7298,7
2029-05-28,RW-1378,7
2029-05-28,RW-9304,27
2029-05-28,RW-9324,8
2029-05-28,RW-4418,46
2029-05-28,RW-9901,31
2029-05-28,RW-6416,27
2029-06-04,RW-3980,5
2029-06-04,RW-9835,10
2029-06-04,RW-2984,10
2029-06-04,RW-7298,6
2029-06-04,RW-1378,6
2029-06-04,RW-9304,23
2029-06-04,RW-9324,6
2029-06-04,RW-4418,38
2029-06-04,RW-9901,26
2029-06-04,RW-6416,23
2029-06-11,RW-3980,5
2029-06-11,RW-9835,10
2029-06-11,RW-2984,10
2029-06-11,RW-7298,6
2029-06-11,RW-1378,6
2029-06-11,RW-9304,23
2029-06-11,RW-9324,6
2029-06-11,RW-4418,39
2029-06-11,RW-9901,26
2029-06-11,RW-6416,23
2029-06-18,RW-3980,5
2029-06-18,RW-9835,9
2029-06-18,RW-2984,10
2029-06-18,RW-7298,6
2029-06-18,RW-1378,6
2029-06-18,RW-9304,23
2029-06-18,RW-9324,6
2029-06-18,RW-4418,39
2029-06-18,RW-9901,26
2029-06-18,RW-6416,23
2029-06-25,RW-3980,5
2029-06-25,RW-9835,9
2029-06-25,RW-2984,10
2029-06-25,RW-7298,6
2029-06-25,RW-1378,6
2029-06-25,RW-9304,23
2029-06-25,RW-9324,6
2029-06-25,RW-4418,39
2029-06-25,RW-9901,26
2029-06-25,RW-6416,24
2029-07-02,RW-3980,5
2029-07-02,RW-9835,9
2029-07-02,RW-2984,10
2029-07-02,RW-7298,6
2029-07-02,RW-1378,6
2029-07-02,RW-9304,23
2029-07-02,RW-9324,6
2029-07-02,RW-4418,40
2029-07-02,RW-9901,26
2029-07-02,RW-6416,24
2029-07-09,RW-3980,5
2029-07-09,RW-9835,9
2029-07-09,RW-2984,10
2029-07-09,RW-7298,6
2029-07-09,RW-1378,6
2029-07-09,RW-9304,23
2029-07-09,RW-9324,6
2029-07-09,RW-4418,40
2029-07-09,RW-9901,26
2029-07-09,RW-6416,24
2029-07-16,RW-3980,5
2029-07-16,RW-9835,9
2029-07-16,RW-2984,10
2029-07-16,RW-7298,5
2029-07-16,RW-1378,6
2029-07-16,RW-9304,24
2029-07-16,RW-9324,6
2029-07-16,RW-4418,40
2029-07-16,RW-9901,26
2029-07-16,RW-6416,24
2029-07-23,RW-3980,5
2029-07-23,RW-9835,9
2029-07-23,RW-2984,10
2029-07-23,RW-7298,5
2029-07-23,RW-1378,6
2029-07-23,RW-9304,24
2029-07-23,RW-9324,6
2029-07-23,RW-4418,41
2029-07-23,RW-9901,26
2029-07-23,RW-6416,24
2029-07-30,RW-3980,5
2029-07-30,RW-9835,9
2029-07-30,RW-2984,10
2029-07-30,RW-7298,5
2029-07-30,RW-1378,6
2029-07-30,RW-9304,24
2029-07-30,RW-9324,6
2029-07-30,RW-4418,41
2029-07-30,RW-9901,26
2029-07-30,RW-6416,25
2029-08-06,RW-3980,5
2029-08-06,RW-9835,9
2029-08-06,RW-2984,10
2029-08-06,RW-7298,5
2029-08-06,RW-1378,6
2029-08-06,RW-9304,24
2029-08-06,RW-9324,6
2029-08-06,RW-4418,41
2029-08-06,RW-9901,26
2029-08-06,RW-6416,25
2029-08-13,RW-3980,5
2029-08-13,RW-9835,9
2029-08-13,RW-2984,10
2029-08-13,RW-7298,5
2029-08-13,RW-1378,6
2029-08-13,RW-9304,24
2029-08-13,RW-9324,6
2029-08-13,RW-4418,42
2029-08-13,RW-9901,26
2029-08-13,RW-6416,25
2029-08-20,RW-3980,5
2029-08-20,RW-9835,9
2029-08-20,RW-2984,10
2029-08-20,RW-7298,5
2029-08-20,RW-1378,6
2029-08-20,RW-9304,24
2029-08-20,RW-9324,6
2029-08-20,RW-4418,42
2029-08-20,RW-9901,26
2029-08-20,RW-6416,25
2029-08-27,RW-3980,5
2029-08-27,RW-9835,9
2029-08-27,RW-2984,10
2029-08-27,RW-7298,5
2029-08-27,RW-1378,6
2029-08-27,RW-9304,24
2029-08-27,RW-9324,6
2029-08-27,RW-4418,42
2029-08-27,RW-9901,26
2029-08-27,RW-6416,25
