week_start,sku,forecast_units
2028-06-19,RW-9835,14
2028-06-19,RW-2984,30
2028-06-19,RW-7298,8
2028-06-19,RW-1378,18
2028-06-19,RW-9304,54
2028-06-19,RW-9324,6
2028-06-19,RW-4418,78
2028-06-19,RW-9901,25
2028-06-19,RW-6416,47
2028-06-26,RW-3980,19
2028-06-26,RW-9835,14
2028-06-26,RW-2984,30
2028-06-26,RW-7298,8
2028-06-26,RW-1378,18
2028-06-26,RW-9304,54
2028-06-26,RW-9324,6
2028-06-26,RW-4418,79
2028-06-26,RW-9901,25
2028-06-26,RW-6416,47
2028-07-03,RW-3980,19
2028-07-03,RW-9835,13
2028-07-03,RW-2984,30
2028-07-03,RW-7298,8
2028-07-03,RW-1378,18
2028-07-03,RW-9304,55
2028-07-03,RW-9324,6
2028-07-03,RW-4418,79
2028-07-03,RW-9901,25
2028-07-03,RW-6416,48
2028-07-10,RW-3980,19
2028-07-10,RW-9835,13
2028-07-10,RW-2984,30
2028-07-10,RW-7298,8
2028-07-10,RW-1378,18
2028-07-10,RW-9304,55
2028-07-10,RW-9324,6
2028-07-10,RW-4418,80
2028-07-10,RW-9901,25
2028-07-10,RW-6416,48
2028-07-17,RW-3980,19
2028-07-17,RW-9835,13
2028-07-17,RW-2984,30
2028-07-17,RW-7298,8
2028-07-17,RW-1378,18
2028-07-17,RW-9304,55
2028-07-17,RW-9324,6
2028-07-17,RW-4418,81
2028-07-17,RW-9901,25
2028-07-17,RW-6416,48
2028-07-24,RW-3980,19
2028-07-24,RW-9835,13
2028-07-24,RW-2984,30
2028-07-24,RW-7298,8
2028-07-24,RW-1378,18
2028-07-24,RW-9304,56
2028-07-24,RW-9324,6
2028-07-24,RW-4418,82
2028-07-24,RW-9901,25
2028-07-24,RW-6416,49
2028-07-31,RW-3980,19
2028-07-31,RW-9835,13
2028-07-31,RW-2984,30
2028-07-31,RW-7298,8
2028-07-31,RW-1378,18
2028-07-31,RW-9304,56
2028-07-31,RW-9324,6
2028-07-31,RW-4418,82
2028-07-31,RW-9901,25
2028-07-31,RW-6416,49
2028-08-07,RW-3980,19
2028-08-07,RW-9835,13
2028-08-07,RW-2984,30
2028-08-07,RW-7298,8
2028-08-07,RW-1378,18
2028-08-07,RW-9304,56
2028-08-07,RW-9324,6
2028-08-07,RW-4418,83
2028-08-07,RW-9901,25
2028-08-07,RW-6416,50
2028-08-14,RW-3980,19
2028-08-14,RW-9835,13
2028-08-14,RW-2984,30
2028-08-14,RW-7298,8
2028-08-14,RW-1378,18
2028-08-14,RW-9304,56
2028-08-14,RW-9324,6
2028-08-14,RW-4418,84
2028-08-14,RW-9901,25
2028-08-14,RW-6416,50
2028-08-21,RW-3980,19
2028-08-21,RW-9835,13
2028-08-21,RW-2984,30
2028-08-21,RW-7298,8
2028-08-21,RW-1378,18
2028-08-21,RW-9304,57
2028-08-21,RW-9324,6
2028-08-21,RW-4418,85
2028-08-21,RW-9901,25
2028-08-21,RW-6416,51
2028-08-28,RW-3980,19
2028-08-28,RW-9835,13
2028-08-28,RW-2984,30
2028-08-28,RW-7298,8
2028-08-28,RW-1378,18
2028-08-28,RW-9304,57
2028-08-28,RW-9324,6
2028-08-28,RW-4418,85
2028-08-28,RW-9901,25
2028-08-28,RW-6416,51
2028-09-04,RW-3980,11
2028-09-04,RW-9835,8
2028-09-04,RW-2984,18
2028-09-04,RW-7298,5
2028-09-04,RW-1378,11
2028-09-04,RW-9304,34
2028-09-04,RW-9324,4
2028-09-04,RW-4418,52
2028-09-04,RW-9901,15
2028-09-04,RW-6416,31
2028-09-11,RW-3980,11
2028-09-11,RW-9835,8
2028-09-11,RW-2984,18
2028-09-11,RW-7298,5
2028-09-11,RW-1378,11
2028-09-11,RW-9304,35
2028-09-11,RW-9324,4
2028-09-11,RW-4418,52
2028-09-11,RW-9901,15
2028-09-11,RW-6416,31
2028-09-18,RW-3980,11
2028-09-18,RW-9835,7
2028-09-18,RW-2984,18
2028-09-18,RW-7298,4
2028-09-18,RW-1378,11
2028-09-18,RW-9304,35
2028-09-18,RW-9324,4
2028-09-18,RW-4418,53
2028-09-18,RW-9901,15
2028-09-18,RW-6416,32
2028-09-25,RW-3980,11
2028-09-25,RW-9835,7
2028-09-25,RW-2984,18
2028-09-25,RW-7298,4
2028-09-25,RW-1378,11
2028-09-25,RW-9304,35
2028-09-25,RW-9324,4
2028-09-25,RW-4418,53
2028-09-25,RW-9901,15
2028-09-25,RW-6416,32
2028-10-02,RW-3980,11
2028-10-02,RW-9835,7
2028-10-02,RW-2984,18
2028-10-02,RW-7298,4
2028-10-02,RW-1378,11
2028-10-02,RW-9304,35
2028-10-02,RW-9324,4
2028-10-02,RW-4418,54
2028-10-02,RW-9901,15
2028-10-02,RW-6416,32
2028-10-09,RW-3980,11
2028-10-09,RW-9835,7
2028-10-09,RW-2984,18
2028-10-09,RW-7298,4
2028-10-09,RW-1378,11
2028-10-09,RW-9304,35
2028-10-09,RW-9324,4
2028-10-09,RW-4418,54
2028-10-09,RW-9901,15
2028-10-09,RW-6416,32
2028-10-16,RW-3980,11
2028-10-16,RW-9835,7
2028-10-16,RW-2984,18
2028-10-16,RW-7298,4
2028-10-16,RW-1378,11
2028-10-16,RW-9304,36
2028-10-16,RW-9324,4
2028-10-16,RW-4418,54
2028-10-16,RW-9901,15
2028-10-16,RW-6416,33
2028-10-23,RW-3980,11
2028-10-23,RW-9835,7
2028-10-23,RW-2984,18
2028-10-23,RW-7298,4
2028-10-23,RW-1378,11
2028-10-23,RW-9304,36
2028-10-23,RW-9324,4
2028-10-23,RW-4418,55
2028-10-23,RW-9901,15
2028-10-23,RW-6416,33
2028-10-30,RW-3980,11
2028-10-30,RW-9835,7
2028-10-30,RW-2984,18
2028-10-30,RW-7298,4
2028-10-30,RW-1378,11
2028-10-30,RW-9304,36
2028-10-30,RW-9324,4
2028-10-30,RW-4418,55
2028-10-30,RW-9901,15
2028-10-30,RW-6416,33
2028-11-06,RW-3980,11
2028-11-06,RW-9835,7
2028-11-06,RW-2984,18
2028-11-06,RW-7298,4
2028-11-06,RW-1378,11
2028-11-06,RW-9304,36
2028-11-06,RW-9324,4
2028-11-06,RW-4418,56
2028-11-06,RW-9901,15
2028-11-06,RW-6416,34
2028-11-13,RW-3980,11
2028-11-13,RW-9835,7
2028-11-13,RW-2984,18
2028-11-13,RW-7298,4
2028-11-13,RW-1378,11
2028-11-13,RW-9304,37
2028-11-13,RW-9324,4
2028-11-13,RW-4418,56
2028-11-13,RW-9901,15
2028-11-13,RW-6416,34
2028-11-20,RW-3980,11
2028-11-20,RW-9835,7
2028-11-20,RW-2984,18
2028-11-20,RW-7298,4
2028-11-20,RW-1378,11
2028-11-20,RW-9304,37
2028-11-20,RW-9324,4
2028-11-20,RW-4418,57
2028-11-20,RW-9901,15
2028-11-20,RW-6416,34
2028-11-27,RW-3980,11
2028-11-27,RW-9835,7
2028-11-27,RW-2984,18
2028-11-27,RW-7298,4
2028-11-27,RW-1378,11
2028-11-27,RW-9304,37
2028-11-27,RW-9324,4
2028-11-27,RW-4418,57
2028-11-27,RW-9901,15
2028-11-27,RW-6416,34
2028-12-04,RW-3980,14
2028-12-04,RW-9835,9
2028-12-04,RW-2984,23
2028-12-04,RW-7298,5
2028-12-04,RW-1378,14
2028-12-04,RW-9304,46
2028-12-04,RW-9324,5
2028-12-04,RW-4418,72
2028-12-04,RW-9901,19
2028-12-04,RW-6416,43
2028-12-11,RW-3980,14
2028-12-11,RW-9835,9
2028-12-11,RW-2984,23
2028-12-11,RW-7298,5
2028-12-11,RW-1378,14
2028-12-11,RW-9304,47
2028-12-11,RW-9324,5
2028-12-11,RW-4418,73
2028-12-11,RW-9901,19
2028-12-11,RW-6416,44
2028-12-18,RW-3980,14
2028-12-18,RW-9835,9
2028-12-18,RW-2984,23
2028-12-18,RW-7298,5
2028-12-18,RW-1378,14
2028-12-18,RW-9304,47
2028-12-18,RW-9324,5
2028-12-18,RW-4418,74
2028-12-18,RW-9901,19
2028-12-18,RW-6416,44
2028-12-25,RW-3980,14
2028-12-25,RW-9835,8
2028-12-25,RW-2984,23
2028-12-25,RW-7298,5
2028-12-25,RW-1378,14
2028-12-25,RW-9304,47
2028-12-25,RW-9324,5
2028-12-25,RW-4418,74
2028-12-25,RW-9901,19
2028-12-25,RW-6416,45
2029-01-01,RW-3980,14
2029-01-01,RW-9835,8
2029-01-01,RW-2984,23
2029-01-01,RW-7298,5
2029-01-01,RW-1378,14
2029-01-01,RW-9304,48
2029-01-01,RW-9324,5
2029-01-01,RW-4418,75
2029-01-01,RW-9901,19
2029-01-01,RW-6416,45
2029-01-08,RW-3980,14
2029-01-08,RW-9835,8
2029-01-08,RW-2984,23
2029-01-08,RW-7298,5
2029-01-08,RW-1378,14
2029-01-08,RW-9304,48
2029-01-08,RW-9324,5
2029-01-08,RW-4418,76
2029-01-08,RW-9901,19
2029-01-08,RW-6416,45
2029-01-15,RW-3980,14
2029-01-15,RW-9835,8
2029-01-15,RW-2984,23
2029-01-15,RW-7298,5
2029-01-15,RW-1378,14
2029-01-15,RW-9304,48
2029-01-15,RW-9324,5
2029-01-15,RW-4418,76
2029-01-15,RW-9901,19
2029-01-15,RW-6416,46
2029-01-22,RW-3980,14
2029-01-22,RW-9835,8
2029-01-22,RW-2984,23
2029-01-22,RW-7298,5
2029-01-22,RW-1378,14
2029-01-22,RW-9304,48
2029-01-22,RW-9324,5
2029-01-22,RW-4418,77
2029-01-22,RW-9901,19
2029-01-22,RW-6416,46
2029-01-29,RW-3980,14
2029-01-29,RW-9835,8
2029-01-29,RW-2984,23
2029-01-29,RW-7298,5
2029-01-29,RW-1378,14
2029-01-29,RW-9304,49
2029-01-29,RW-9324,5
2029-01-29,RW-4418,78
2029-01-29,RW-9901,19
2029-01-29,RW-6416,47
2029-02-05,RW-3980,14
2029-02-05,RW-9835,8
2029-02-05,RW-2984,23
2029-02-05,RW-7298,5
2029-02-05,RW-1378,14
2029-02-05,RW-9304,49
2029-02-05,RW-9324,5
2029-02-05,RW-4418,78
2029-02-05,RW-9901,19
2029-02-05,RW-6416,47
2029-02-12,RW-3980,13
2029-02-12,RW-9835,8
2029-02-12,RW-2984,23
2029-02-12,RW-7298,5
2029-02-12,RW-1378,14
2029-02-12,RW-9304,49
2029-02-12,RW-9324,5
2029-02-12,RW-4418,79
2029-02-12,RW-9901,19
2029-02-12,RW-6416,47
2029-02-19,RW-3980,13
2029-02-19,RW-9835,8
2029-02-19,RW-2984,23
2029-02-19,RW-7298,5
2029-02-19,RW-1378,14
2029-02-19,RW-9304,49
2029-02-19,RW-9324,5
2029-02-19,RW-4418,80
2029-02-19,RW-9901,19
2029-02-19,RW-6416,48
2029-02-26,RW-3980,13
2029-02-26,RW-9835,8
2029-02-26,RW-2984,23
2029-02-26,RW-7298,5
2029-02-26,RW-1378,14
2029-02-26,RW-9304,50
2029-02-26,RW-9324,5
2029-02-26,RW-4418,80
2029-02-26,RW-9901,19
2029-02-26,RW-6416,48
2029-03-05,RW-3980,21
2029-03-05,RW-9835,13
2029-03-05,RW-2984,36
2029-03-05,RW-7298,8
2029-03-05,RW-1378,22
2029-03-05,RW-9304,80
2029-03-05,RW-9324,8
2029-03-05,RW-4418,130
2029-03-05,RW-9901,31
2029-03-05,RW-6416,78
2029-03-12,RW-3980,21
2029-03-12,RW-9835,13
2029-03-12,RW-2984,36
2029-03-12,RW-7298,8
2029-03-12,RW-1378,22
2029-03-12,RW-9304,81
2029-03-12,RW-9324,8
2029-03-12,RW-4418,131
2029-03-12,RW-9901,31
2029-03-12,RW-6416,79
2029-03-19,RW-3980,21
2029-03-19,RW-9835,12
2029-03-19,RW-2984,36
2029-03-19,RW-7298,7
2029-03-19,RW-1378,22
2029-03-19,RW-9304,81
2029-03-19,RW-9324,8
2029-03-19,RW-4418,132
2029-03-19,RW-9901,31
2029-03-19,RW-6416,79
2029-03-26,RW-3980,21
2029-03-26,RW-9835,12
2029-03-26,RW-2984,36
2029-03-26,RW-7298,7
2029-03-26,RW-1378,22
2029-03-26,RW-9304,81
2029-03-26,RW-9324,8
2029-03-26,RW-4418,133
2029-03-26,RW-9901,31
2029-03-26,RW-6416,80
2029-04-02,RW-3980,21
2029-04-02,RW-9835,12
2029-04-02,RW-2984,36
2029-04-02,RW-7298,7
2029-04-02,RW-1378,22
2029-04-02,RW-9304,82
2029-04-02,RW-9324,8
2029-04-02,RW-4418,135
2029-04-02,RW-9901,31
2029-04-02,RW-6416,81
2029-04-09,RW-3980,21
2029-04-09,RW-9835,12
2029-04-09,RW-2984,36
2029-04-09,RW-7298,7
2029-04-09,RW-1378,22
2029-04-09,RW-9304,82
2029-04-09,RW-9324,8
2029-04-09,RW-4418,136
2029-04-09,RW-9901,31
2029-04-09,RW-6416,81
2029-04-16,RW-3980,21
2029-04-16,RW-9835,12
2029-04-16,RW-2984,36
2029-04-16,RW-7298,7
2029-04-16,RW-1378,22
2029-04-16,RW-9304,83
2029-04-16,RW-9324,8
2029-04-16,RW-4418,137
2029-04-16,RW-9901,31
2029-04-16,RW-6416,82
2029-04-23,RW-3980,21
2029-04-23,RW-9835,12
2029-04-23,RW-2984,36
2029-04-23,RW-7298,7
2029-04-23,RW-1378,22
2029-04-23,RW-9304,83
2029-04-23,RW-9324,8
2029-04-23,RW-4418,138
2029-04-23,RW-9901,31
2029-04-23,RW-6416,83
2029-04-30,RW-3980,21
2029-04-30,RW-9835,12
2029-04-30,RW-2984,36
2029-04-30,RW-7298,7
2029-04-30,RW-1378,22
2029-04-30,RW-9304,84
2029-04-30,RW-9324,8
2029-04-30,RW-4418,139
2029-04-30,RW-9901,31
2029-04-30,RW-6416,84
2029-05-07,RW-3980,21
2029-05-07,RW-9835,12
2029-05-07,RW-2984,36
2029-05-07,RW-7298,7
2029-05-07,RW-1378,22
2029-05-07,RW-9304,84
2029-05-07,RW-9324,8
2029-05-07,RW-4418,140
2029-05-07,RW-9901,31
2029-05-07,RW-6416,84
2029-05-14,RW-3980,21
2029-05-14,RW-9835,12
2029-05-14,RW-2984,36
2029-05-14,RW-7298,7
2029-05-14,RW-1378,22
2029-05-14,RW-9304,85
2029-05-14,RW-9324,8
2029-05-14,RW-4418,142
2029-05-14,RW-9901,31
2029-05-14,RW-6416,85
2029-05-21,RW-3980,21
2029-05-21,RW-9835,12
2029-05-21,RW-2984,36
2029-05-21,RW-7298,7
2029-05-21,RW-1378,22
2029-05-21,RW-9304,85
2029-05-21,RW-9324,8
2029-05-21,RW-4418,143
2029-05-21,RW-9901,31
2029-05-21,RW-6416,86
2029-05-28,RW-3980,21
2029-05-28,RW-9835,12
2029-05-28,RW-2984,36
2029-05-28,RW-7298,7
2029-05-28,RW-1378,22
2029-05-28,RW-9304,86
2029-05-28,RW-9324,8
2029-05-28,RW-4418,144
2029-05-28,RW-9901,31
2029-05-28,RW-6416,86
2029-06-04,RW-3980,17
2029-06-04,RW-9835,10
2029-06-04,RW-2984,30
2029-06-04,RW-7298,6
2029-06-04,RW-1378,18
2029-06-04,RW-9304,72
2029-06-04,RW-9324,6
2029-06-04,RW-4418,121
2029-06-04,RW-9901,26
2029-06-04,RW-6416,73
2029-06-11,RW-3980,17
2029-06-11,RW-9835,10
2029-06-11,RW-2984,30
2029-06-11,RW-7298,6
2029-06-11,RW-1378,18
2029-06-11,RW-9304,72
2029-06-11,RW-9324,6
2029-06-11,RW-4418,122
2029-06-11,RW-9901,26
2029-06-11,RW-6416,73
2029-06-18,RW-3980,17
2029-06-18,RW-9835,9
2029-06-18,RW-2984,30
2029-06-18,RW-7298,6
2029-06-18,RW-1378,18
2029-06-18,RW-9304,73
2029-06-18,RW-9324,6
2029-06-18,RW-4418,123
2029-06-18,RW-9901,26
2029-06-18,RW-6416,74
2029-06-25,RW-3980,17
2029-06-25,RW-9835,9
2029-06-25,RW-2984,30
2029-06-25,RW-7298,6
2029-06-25,RW-1378,18
2029-06-25,RW-9304,73
2029-06-25,RW-9324,6
2029-06-25,RW-4418,124
2029-06-25,RW-9901,26
2029-06-25,RW-6416,75
2029-07-02,RW-3980,17
2029-07-02,RW-9835,9
2029-07-02,RW-2984,30
2029-07-02,RW-7298,6
2029-07-02,RW-1378,18
2029-07-02,RW-9304,74
2029-07-02,RW-9324,6
2029-07-02,RW-4418,125
2029-07-02,RW-9901,26
2029-07-02,RW-6416,75
2029-07-09,RW-3980,17
2029-07-09,RW-9835,9
2029-07-09,RW-2984,30
2029-07-09,RW-7298,6
2029-07-09,RW-1378,18
2029-07-09,RW-9304,74
2029-07-09,RW-9324,6
2029-07-09,RW-4418,126
2029-07-09,RW-9901,26
2029-07-09,RW-6416,76
2029-07-16,RW-3980,17
2029-07-16,RW-9835,9
2029-07-16,RW-2984,30
2029-07-16,RW-7298,5
2029-07-16,RW-1378,18
2029-07-16,RW-9304,74
2029-07-16,RW-9324,6
2029-07-16,RW-4418,128
2029-07-16,RW-9901,26
2029-07-16,RW-6416,77
2029-07-23,RW-3980,17
2029-07-23,RW-9835,9
2029-07-23,RW-2984,30
2029-07-23,RW-7298,5
2029-07-23,RW-1378,18
2029-07-23,RW-9304,75
2029-07-23,RW-9324,6
2029-07-23,RW-4418,129
2029-07-23,RW-9901,26
2029-07-23,RW-6416,77
2029-07-30,RW-3980,17
2029-07-30,RW-9835,9
2029-07-30,RW-2984,30
2029-07-30,RW-7298,5
2029-07-30,RW-1378,18
2029-07-30,RW-9304,75
2029-07-30,RW-9324,6
2029-07-30,RW-4418,130
2029-07-30,RW-9901,26
2029-07-30,RW-6416,78
2029-08-06,RW-3980,17
2029-08-06,RW-9835,9
2029-08-06,RW-2984,30
2029-08-06,RW-7298,5
2029-08-06,RW-1378,18
2029-08-06,RW-9304,76
2029-08-06,RW-9324,6
2029-08-06,RW-4418,131
2029-08-06,RW-9901,26
2029-08-06,RW-6416,79
2029-08-13,RW-3980,17
2029-08-13,RW-9835,9
2029-08-13,RW-2984,30
2029-08-13,RW-7298,5
2029-08-13,RW-1378,18
2029-08-13,RW-9304,76
2029-08-13,RW-9324,6
2029-08-13,RW-4418,132
2029-08-13,RW-9901,26
2029-08-13,RW-6416,79
2029-08-20,RW-3980,17
2029-08-20,RW-9835,9
2029-08-20,RW-2984,30
2029-08-20,RW-7298,5
2029-08-20,RW-1378,18
2029-08-20,RW-9304,77
2029-08-20,RW-9324,6
2029-08-20,RW-4418,133
2029-08-20,RW-9901,26
2029-08-20,RW-6416,80
2029-08-27,RW-3980,17
2029-08-27,RW-9835,9
2029-08-27,RW-2984,30
2029-08-27,RW-7298,5
2029-08-27,RW-1378,18
2029-08-27,RW-9304,77
2029-08-27,RW-9324,6
2029-08-27,RW-4418,134
2029-08-27,RW-9901,26
2029-08-27,RW-6416,81
